PSN,PresBlue,PresRed,SenBlue,SenRed,CongD2011,CongD2021,SenD2011,SenD2021,HouseD2011,HouseD2021,OBJECTID,PName,PCode,County,Pop2010,Pct_Area,Pct_Perim,CountyName,Reg_Voters,PresOther,SenOther,Shape_Length,Shape_Area,Pop2020
659,736,319,755,307,7,5,27,27,54,53,650,CHERAW NO. 3,009,025,2466,22.82284265,30.06900452,CHESTERFIELD,1842,9,9,98651.39231,245663033.7,2658
660,518,455,529,424,7,5,27,27,53,53,649,CHERAW NO. 4,010,025,1730,20.16859919,23.0438773,CHESTERFIELD,1429,6,24,75603.12077,217092995,2318
661,480,945,500,919,7,5,27,27,53,53,663,COURTHOUSE,011,025,3073,74.50295923,58.25137665,CHESTERFIELD,1959,11,17,191113.0582,801943179,2989
662,152,500,158,483,7,5,27,27,53,53,659,DUDLEY-MANGUM,012,025,1578,66.0679144,38.82271415,CHESTERFIELD,878,2,10,127370.8547,711149112,1565
663,309,598,326,568,7,5,27,27,53,53,664,GRANTS MILL,013,025,3201,79.40894991,48.91331667,CHESTERFIELD,1251,3,14,160476.4398,854750823.1,1876
664,477,770,494,744,7,5,27,27,65,53,662,JEFFERSON,014,025,3670,121.486888,56.39218402,CHESTERFIELD,1833,5,19,185013.3571,1307673979,3080
665,389,674,397,659,7,5,27,27,65,53,666,MCBEE,015,025,1494,252.1019448,83.03714061,CHESTERFIELD,1660,8,16,272431.0188,2713602750,2402
666,79,435,78,421,7,5,27,27,54,53,665,MIDDENDORF,016,025,2069,69.93432715,38.98799814,CHESTERFIELD,776,6,17,127913.1239,752766832.4,1520
667,63,220,68,218,7,5,27,27,53,53,644,MT. GROGHAN,017,025,1139,61.87774428,47.95300226,CHESTERFIELD,385,5,4,157325.8082,666046496.2,564
668,62,483,66,465,7,5,27,27,54,54,652,OUSLEYDALE,018,025,618,73.32216422,47.6020153,CHESTERFIELD,745,5,13,156174.2785,789233207.2,1201
669,527,720,540,688,7,5,27,27,53,53,661,PAGELAND NO. 1,019,025,3054,73.19843554,41.40801175,CHESTERFIELD,1892,8,27,135852.7852,787901402.8,3250
670,421,623,441,605,7,5,27,27,53,53,660,PAGELAND NO. 2,020,025,1742,50.14328578,35.01989084,CHESTERFIELD,1639,6,6,114894.4252,539737836.1,3116
671,161,318,179,290,7,5,27,27,53,53,656,PATRICK,021,025,2771,144.8371606,56.90441785,CHESTERFIELD,726,4,12,186693.9109,1559014221,1073
672,33,188,33,186,7,5,27,27,54,54,657,PEE DEE,022,025,1318,93.25159888,49.18074601,CHESTERFIELD,258,1,6,161353.8309,1003751857,466
673,281,467,298,450,7,5,27,27,53,53,645,RUBY,023,025,644,73.43333279,46.5225749,CHESTERFIELD,1102,7,8,152632.8145,790429815.8,1599
674,150,351,150,344,7,5,27,27,53,53,654,SHILOH,024,025,897,57.07859157,36.38268971,CHESTERFIELD,654,4,8,119365.5412,614388846.4,849
675,88,322,103,299,7,5,27,27,53,53,646,SNOW HILL-VAUGHN,025,025,1757,52.73120086,36.015404,CHESTERFIELD,573,5,9,118160.5379,567593922.2,949
676,340,310,348,293,6,6,36,36,64,64,682,ALCOLU,001,027,701,97.40840466,45.22612051,CLARENDON,924,4,9,148379.3637,1048495342,1177
677,57,346,57,344,6,6,36,36,64,64,691,BARRINEAU,002,027,1093,52.10084141,31.87998733,CLARENDON,506,0,3,104592.9251,560808789.6,766
678,30,82,31,83,6,6,36,36,64,64,686,BARROWS MILL,003,027,443,23.59034246,24.33320952,CLARENDON,151,3,0,79833.20491,253924333,207
679,135,227,138,218,6,6,36,36,101,64,681,BLOOMVILLE,004,027,1066,79.78703447,51.29667735,CLARENDON,534,5,9,168295.849,858820491.5,638
680,308,83,313,76,6,6,36,36,64,64,671,CALVARY,005,027,613,119.0898133,63.6766548,CLARENDON,571,4,4,208912.4916,1281872082,689
681,614,779,620,771,6,6,36,36,64,64,668,DAVIS STATION,006,027,2696,146.9775455,71.66107044,CLARENDON,1981,9,12,235108.0286,1582053133,2116
682,238,245,244,238,6,6,36,36,64,64,683,HARMONY,007,027,1339,131.2923748,56.03863584,CLARENDON,681,3,5,183853.4244,1413219361,864
683,69,399,67,393,6,6,36,36,64,64,690,HICKS,008,027,3038,34.050343,30.82733268,CLARENDON,616,2,6,101139.3406,366514841.7,1025
684,57,211,57,205,6,6,36,36,64,64,676,HOME BRANCH,009,027,1467,24.17642683,28.8069398,CLARENDON,362,1,7,94510.76834,260232892.6,468
685,547,1328,574,1278,6,6,36,36,101,64,669,JORDAN,010,027,2473,118.5491334,77.08042318,CLARENDON,2760,13,35,252888.0217,1276052252,3309
686,320,169,320,169,6,6,36,36,64,64,680,MANNING NO. 1,011,027,1602,16.39613488,23.28498426,CLARENDON,732,2,4,76394.15252,176486527,1042
687,386,289,388,279,6,6,36,36,64,64,679,MANNING NO. 2,012,027,1893,14.4154179,19.39845667,CLARENDON,1047,3,8,63643.10325,155166266.9,1329
688,453,655,466,636,6,6,36,36,64,64,674,MANNING NO. 3,013,027,1724,24.90933667,24.39940255,CLARENDON,1553,11,23,80050.37319,268121868.4,1802
689,952,172,964,167,6,6,36,36,64,64,677,MANNING NO. 4,014,027,592,29.73238339,26.55492645,CLARENDON,1720,9,3,87122.28785,320036711.3,2131
690,433,332,445,315,6,6,36,36,64,64,678,MANNING NO. 5,015,027,2527,41.21154816,29.26835569,CLARENDON,1143,7,12,96024.59696,443597412.5,1681
691,130,229,132,226,6,6,36,36,64,64,688,NEW ZION,016,027,470,53.04639809,54.01427131,CLARENDON,459,1,1,177211.8218,570986677,1615
692,92,110,98,109,6,6,36,36,64,64,685,OAKDALE,025,027,2112,50.02307349,35.5931922,CLARENDON,278,4,1,116775.3314,538443881.8,360
693,118,45,118,46,6,6,36,36,64,64,672,PANOLA,018,027,880,37.41572723,32.89166494,CLARENDON,234,1,0,107912.0707,402739536.1,306
694,418,247,436,234,6,6,36,36,64,64,675,PAXVILLE,017,027,1991,68.87748686,41.85925471,CLARENDON,1013,14,12,137333.2382,741391098.3,1320
695,146,78,145,74,6,6,36,36,64,64,687,SARDINA-GABLE,019,027,222,53.58598591,40.17071673,CLARENDON,316,0,2,131793.4265,576794752,349
696,754,984,757,972,6,6,36,36,64,64,667,SUMMERTON NO. 1,020,027,2516,221.5154247,80.4133078,CLARENDON,2500,13,16,263822.6607,2384372187,2784
697,244,49,243,49,6,6,36,36,64,64,670,SUMMERTON NO. 2,021,027,3152,74.08806951,55.48953465,CLARENDON,457,0,1,182051.9149,797477343.1,565
698,593,131,600,125,6,6,36,36,64,64,673,SUMMERTON NO. 3,022,027,410,67.56047588,37.8409219,CLARENDON,1101,4,6,124149.7579,727214910,1385
699,210,530,215,524,6,6,36,36,64,64,689,TURBEVILLE,023,027,662,51.59973508,34.63918772,CLARENDON,1048,6,7,113645.4017,555414925.9,1498
700,603,328,612,315,6,6,36,36,64,64,684,WILSON-FORESTON,024,027,925,169.6193473,68.42172048,CLARENDON,1383,3,8,224480.2613,1825767459,1718
701,90,266,97,260,6,1,40,45,90,90,694,ASHTON-LODGE,038,029,511,192.5454675,67.35814856,COLLETON,500,9,11,220990.8591,2072542163,734
702,83,130,90,121,6,1,40,45,90,90,697,BELLS,002,029,319,44.95537127,40.59673857,COLLETON,307,3,5,133191.1331,483895589.2,464
703,375,271,385,262,6,1,39,45,90,90,718,BEREA-SMOAKS,039,029,2099,136.6198166,57.43121658,COLLETON,976,11,6,188422.2497,1470563467,1245
704,178,220,185,212,6,1,39,45,90,90,698,CANADYS,005,029,417,39.23088033,37.91497919,COLLETON,600,11,12,124392.7275,422277681.5,763
705,417,775,424,733,6,1,39,45,116,90,699,COTTAGEVILLE,006,029,741,100.9453474,52.15632407,COLLETON,1770,17,52,171116.2066,1086566676,2438
706,148,92,148,92,6,1,39,45,90,90,703,EDISTO,007,029,1959,122.3192768,55.18285324,COLLETON,362,1,2,181045.7443,1316633738,466
707,247,695,240,711,1,1,43,43,121,121,692,EDISTO BEACH,035,029,880,134.6824589,58.90872538,COLLETON,1156,8,3,193269.7099,1449709922,1253
708,475,176,477,174,6,1,45,45,121,121,714,GREEN POND,008,029,1018,533.3646925,147.9398466,COLLETON,939,6,3,485365.9801,5741089770,1105
709,541,287,544,287,6,1,45,45,90,121,715,HENDERSONVILLE,009,029,1153,214.5240834,90.13740185,COLLETON,1162,10,7,295725.7926,2309118016,1353
710,171,307,178,305,6,1,39,45,90,90,720,HORSE PEN,010,029,1483,37.70527948,32.69337196,COLLETON,705,9,5,107261.5045,405856250.6,1050
711,146,284,149,276,6,1,40,45,90,90,695,HUDSON MILL,011,029,784,47.34832162,33.93783806,COLLETON,617,4,11,111344.3904,509653092.3,734
712,172,64,170,60,6,1,45,45,121,121,693,JACKSONBORO,012,029,529,200.3290209,89.66818007,COLLETON,361,0,5,294186.3541,2156323635,457
713,141,570,153,537,6,1,39,45,97,90,719,MAPLE CANE,014,029,1384,87.83560254,53.98431017,COLLETON,1060,13,32,177113.5243,945454557.1,1477
714,310,267,313,258,6,1,45,45,116,121,716,MASHAWVILLE,015,029,1499,109.2169903,65.87237616,COLLETON,800,3,6,216116.2874,1175601899,948
715,352,428,358,408,6,1,39,45,90,90,721,PEEPLES,017,029,1002,39.60108392,30.53491425,COLLETON,1263,5,17,100179.9645,426262519.7,2134
716,278,350,290,335,6,1,40,45,90,121,700,PENIEL,019,029,2252,55.59032767,36.27961283,COLLETON,1037,13,16,119027.3631,598369307.1,1754
717,75,122,77,115,6,1,40,45,90,90,696,PETITS,018,029,893,90.3596135,52.46804454,COLLETON,260,2,5,172138.9095,972622785,365
718,177,294,181,289,6,1,40,45,90,90,708,RICE PATCH,022,029,2134,136.5749347,67.93561646,COLLETON,644,4,5,222885.435,1470080362,847
719,363,153,370,145,6,1,45,45,121,121,705,RITTER,020,029,1653,83.78967536,56.41734128,COLLETON,773,3,5,185095.8939,901904559.4,924
720,259,445,277,409,6,1,39,45,116,90,704,ROUND O,021,029,421,86.500136,47.27155754,COLLETON,1141,9,24,155090.1017,931079714.9,1562
721,105,99,104,99,6,1,40,45,90,90,710,RUFFIN,023,029,410,39.82934334,37.2151215,COLLETON,303,2,2,122096.6111,428719483.7,370
722,105,314,111,305,6,1,39,45,90,90,712,SIDNEYS,024,029,661,58.94817795,36.62672012,COLLETON,609,6,8,120166.1643,634512906.6,901
723,137,340,146,322,6,1,40,45,90,90,713,SNIDERS,027,029,901,67.02254442,40.63880242,COLLETON,663,4,14,133329.1376,721424664,978
724,111,387,115,380,6,1,40,45,90,90,701,STOKES,026,029,1674,67.92436821,45.80525158,COLLETON,718,7,9,150279.3962,731131814.5,980
725,493,423,519,402,6,1,45,45,121,121,702,WALTERBORO NO. 1,029,029,936,29.54321849,25.52493778,COLLETON,1425,17,12,83743.06669,318000557.3,1918
726,457,264,479,241,6,1,45,45,121,90,723,WALTERBORO NO. 2,030,029,2069,16.87962198,22.37962892,COLLETON,1338,11,13,73423.83253,181690738.8,1996
727,809,175,832,155,6,1,45,45,121,121,717,WALTERBORO NO. 3,031,029,1006,13.97741448,15.86529415,COLLETON,1568,4,11,52051.38589,150451637.4,1960
728,427,653,438,650,6,1,40,45,121,90,706,WALTERBORO NO. 4,032,029,997,10.63016724,14.64528853,COLLETON,1615,22,18,48048.75077,114422167.9,2161
729,348,833,358,808,6,1,40,45,90,90,722,WALTERBORO NO. 5,036,029,2169,14.5855475,17.74067231,COLLETON,1624,9,24,58204.18908,156997526.7,2136
730,435,341,449,319,6,1,45,45,116,90,707,WALTERBORO NO. 6,037,029,2114,24.28937636,23.40369784,COLLETON,1358,11,23,76783.632,261448671.2,2119
731,92,132,92,127,6,1,40,45,90,90,709,WILLIAMS,033,029,927,52.01187592,33.87423285,COLLETON,314,3,9,111135.7123,559851173.1,404
732,54,243,58,234,6,1,40,45,90,90,711,WOLFE CREEK,034,029,435,44.94031137,42.33344604,COLLETON,400,4,9,138888.9809,483733485.6,608
733,491,764,513,732,7,5,29,29,54,54,724,ANTIOCH,001,031,2342,116.9526674,51.94361178,DARLINGTON,1851,9,20,170418.333,1258868034,2372
734,382,93,382,90,7,5,29,29,62,54,725,AUBURN,002,031,2827,43.54198775,28.80839192,DARLINGTON,729,2,5,94515.53248,468682055.5,843
735,224,285,232,273,7,5,29,29,62,65,749,BETHEL,003,031,1096,37.29242979,37.68531404,DARLINGTON,756,4,9,123639.2345,401412373.5,926
736,214,653,226,631,7,5,29,29,65,65,753,BLACK CREEK-CLYDE,004,031,1602,70.27706643,48.52202102,DARLINGTON,1271,10,19,159192.664,756456047.4,1862
737,175,371,184,361,7,5,29,29,65,65,748,BURNT BRANCH,005,031,2347,31.64744499,28.13766519,DARLINGTON,772,9,12,92314.98988,340650262.8,1000
738,124,103,127,99,7,5,29,29,62,54,726,DARLINGTON NO. 1,007,031,942,0.748205266,4.207526694,DARLINGTON,407,2,4,13804.19383,8053614.452,450
739,695,326,703,321,7,5,29,29,62,65,727,DARLINGTON NO. 2,008,031,435,10.17083549,18.25782462,DARLINGTON,1679,13,8,59900.87959,109477962.1,2238
740,848,1264,883,1228,7,5,29,29,62,54,743,DARLINGTON NO. 3,038,031,1486,18.45083409,21.83132912,DARLINGTON,2975,21,28,71624.9523,198603125.3,3945
741,664,376,675,369,7,5,29,29,62,54,728,DARLINGTON NO. 4,010,031,2333,27.74230377,23.34377936,DARLINGTON,1623,7,3,76587.04945,298615672.6,1854
742,1045,142,1066,129,7,5,29,29,62,54,729,DARLINGTON NO. 5,011,031,2206,13.04499598,19.26599202,DARLINGTON,1949,12,6,63208.5088,140415168.2,2187
743,518,650,536,621,7,5,29,29,62,65,744,DARLINGTON NO. 6,040,031,4020,14.37774445,16.19661119,DARLINGTON,1811,17,26,53138.38187,154760753.3,2768
744,699,423,707,412,7,5,29,29,62,54,730,DOVESVILLE,012,031,2645,110.6869554,70.85942466,DARLINGTON,1630,7,8,232477.9624,1191424472,1999
745,321,636,320,644,7,5,29,29,65,65,754,HARTSVILLE NO. 1,013,031,2067,3.792079195,13.5900093,DARLINGTON,1346,18,12,44586.5555,40817600.75,1966
746,402,173,413,166,7,5,29,29,62,65,751,HARTSVILLE NO. 4,016,031,2354,19.00474097,22.00751684,DARLINGTON,1051,8,5,72202.99484,204565329.3,1468
747,729,966,744,967,7,5,29,29,65,65,731,HARTSVILLE NO. 5,017,031,2330,8.396510482,15.61658378,DARLINGTON,2554,36,25,51235.40861,90379286.64,3295
748,986,31,999,22,7,5,29,29,62,65,750,HARTSVILLE NO. 6,018,031,1082,3.754381677,10.71325342,DARLINGTON,1755,10,3,35148.39892,40411828.05,1751
749,319,354,330,341,7,5,29,29,62,65,755,HARTSVILLE NO. 7,019,031,1971,9.594840419,17.18206124,DARLINGTON,1197,7,12,56371.47925,103278002.7,2061
750,460,1565,477,1544,7,5,29,29,65,65,732,HARTSVILLE NO. 8,020,031,3201,23.51648985,19.97856026,DARLINGTON,2831,29,39,65546.32646,253129390.1,3642
751,514,687,527,670,7,5,29,29,65,65,745,HARTSVILLE NO. 9,041,031,2890,26.00971192,22.2173022,DARLINGTON,1859,16,22,72891.26564,279966209,2283
752,915,915,943,893,7,5,31,29,62,65,733,HIGH HILL,021,031,3985,75.81304884,38.18406059,DARLINGTON,2844,25,18,125275.5388,816044866.2,4043
753,137,324,148,306,7,5,29,29,60,65,734,INDIAN BRANCH,022,031,4015,22.49549182,20.51196636,DARLINGTON,661,8,15,67296.34297,242139458.7,1178
754,321,1125,324,1125,7,5,29,29,65,65,735,KELLEYTOWN,023,031,1350,26.63401798,27.86062521,DARLINGTON,1972,25,20,91406.06787,286686183.6,2363
755,432,553,443,532,7,5,36,29,60,65,736,LAKE SWAMP,024,031,2175,61.48743925,36.52831651,DARLINGTON,1405,6,16,119843.3184,661845287.8,1907
756,410,206,408,203,7,5,29,29,60,65,746,LAMAR NO. 1,025,031,2863,74.92920211,40.93187791,DARLINGTON,892,0,2,134290.6695,806531219.1,1081
757,444,680,452,676,7,5,29,29,60,65,747,LAMAR NO. 2,026,031,1196,58.31183577,44.43775676,DARLINGTON,1625,13,10,145792.8736,627663376.4,1978
758,317,173,326,166,7,5,29,29,62,65,737,LYDIA,027,031,2067,34.77967089,32.98576017,DARLINGTON,750,5,5,108220.7815,374365261.7,933
759,667,579,679,572,7,5,29,29,55,59,738,MECHANICSVILLE,028,031,1056,203.7869954,94.06225716,DARLINGTON,1858,12,9,308602.5887,2193544963,2306
760,122,642,133,626,7,5,29,29,65,65,752,NEW MARKET,031,031,1572,34.66249408,29.85767512,DARLINGTON,1097,10,15,97958.05577,373103981.1,1544
761,265,481,271,474,7,5,36,29,60,65,739,OATES,032,031,2728,67.70866044,38.7848894,DARLINGTON,1023,6,11,127246.758,728809955.4,1364
762,769,647,780,633,7,5,31,29,59,54,740,PALMETTO,033,031,1488,35.89031477,39.03743374,DARLINGTON,2051,9,16,128075.3139,386320133,2938
763,354,192,357,185,7,5,29,29,54,54,741,SOCIETY HILL,036,031,3197,116.7655319,71.80306532,DARLINGTON,816,3,8,235573.8901,1256853725,861
764,236,429,236,420,7,5,29,29,62,65,742,SWIFT CREEK,037,031,1088,65.28851202,42.1175591,DARLINGTON,994,5,14,138180.6918,702759694.6,1499
765,71,129,73,126,7,7,28,30,55,55,2038,BERMUDA,010,033,1646,45.58053281,38.38329622,DILLON,283,1,1,125929.1977,490624771.9,373
766,110,79,114,75,7,7,30,30,55,55,2036,CAROLINA,014,033,1703,63.97243858,42.34393981,DILLON,360,1,1,138923.4092,688593598,575
767,371,1238,375,1222,7,7,30,30,55,55,2034,EAST DILLON,001,033,3890,8.996361767,14.93463646,DILLON,2070,5,16,48998.0531,96836032.14,2713
768,86,365,96,353,7,7,28,30,55,55,2027,FLOYDALE,019,033,297,41.60704034,35.41654155,DILLON,635,3,3,116195.7701,447854454.9,888
769,70,214,68,212,7,7,28,30,55,55,2028,FORK,020,033,917,51.87390447,42.05650502,DILLON,366,1,4,137980.3835,558366060.7,706
770,253,376,255,370,7,7,30,30,55,55,2037,HAMER,012,033,557,32.70001031,24.11140844,DILLON,950,1,6,79105.51252,351979981.6,1457
771,173,209,181,200,7,7,28,30,55,55,2029,KEMPER,007,033,677,32.99198355,32.21721599,DILLON,553,4,6,105699.3161,355122755.3,793
772,356,534,367,514,7,7,28,30,55,55,2040,LAKE VIEW,006,033,765,97.87327846,56.88865908,DILLON,1220,3,9,186642.209,1053499201,1731
773,929,920,969,875,7,7,30,30,55,55,2023,LATTA,004,033,1682,57.68914106,42.71472128,DILLON,2734,10,16,140139.8814,620960746.4,3774
774,312,183,328,159,7,7,30,30,55,55,2025,LITTLE ROCK,015,033,611,51.79123102,38.81036215,DILLON,712,1,8,127330.3298,557476171.1,950
775,114,147,115,148,7,7,30,30,55,55,2030,MANNING,018,033,886,20.83911662,21.23058524,DILLON,389,2,1,69654.01175,224310384.5,526
776,80,61,82,61,7,7,30,30,55,55,2026,MINTURN,016,033,1092,52.41630441,34.54274471,DILLON,194,2,1,113328.9883,564204405.1,292
777,849,495,886,456,7,7,30,30,55,55,2033,MT. CALVARY,009,033,3374,52.26117997,38.93363371,DILLON,2131,16,18,127734.7633,562534659.4,3287
778,89,186,94,177,7,7,30,30,55,55,2024,NEW HOLLY,005,033,4128,107.9193415,45.56492845,DILLON,374,0,3,149490.9361,1161634124,513
779,201,454,217,434,7,7,30,30,55,55,2022,OAK GROVE,017,033,947,147.0690271,57.80227913,DILLON,993,6,11,189639.6441,1583037833,1629
780,403,259,417,249,7,7,30,30,55,55,2035,OAKLAND,013,033,2678,38.99753013,33.45597974,DILLON,990,7,1,109763.4935,419765920.8,1435
781,94,202,96,196,7,7,28,30,55,55,2039,PLEASANT HILL,008,033,528,74.54322523,42.37408728,DILLON,421,1,5,139022.318,802376598.6,686
782,882,217,894,197,7,7,30,30,55,55,2032,SOUTH DILLON,003,033,3906,10.48268573,16.40155763,DILLON,1905,7,15,53810.777,112834690.1,2429
783,992,310,1034,270,7,7,30,30,55,55,2031,WEST DILLON,002,033,649,63.19916625,43.31678479,DILLON,2458,12,11,142115.1514,680270163.9,3535
784,413,383,427,378,1,1,41,38,109,109,2108,ARCHDALE,050,035,1070,1.19232473,5.764255419,DORCHESTER,1368,25,18,18911.56132,12834076.58,1733
785,555,543,571,530,1,1,41,38,109,109,2109,ARCHDALE 2,081,035,1914,1.90400178,6.495315951,DORCHESTER,1788,15,15,21310.04908,20494504.6,2115
786,362,327,375,314,1,1,38,38,98,94,2087,ASHBOROUGH EAST,061,035,895,1.810349051,5.547245752,DORCHESTER,1242,17,16,18199.58877,19486435.01,2166
787,201,520,187,531,1,1,38,38,98,98,2088,ASHBOROUGH EAST 2,082,035,1621,1.206855598,4.963412775,DORCHESTER,971,9,15,16284.13008,12990485.54,1045
788,141,239,141,240,1,1,41,38,114,98,2096,ASHBOROUGH WEST,062,035,2022,1.748877721,7.814603341,DORCHESTER,630,10,9,25638.41113,18824763.12,924
789,275,600,283,585,1,1,41,38,114,98,2110,ASHBOROUGH WEST 2,083,035,1974,1.644147195,6.513247634,DORCHESTER,1320,27,33,21368.87995,17697453.12,1538
790,846,820,869,818,1,1,41,38,98,98,2118,ASHLEY RIVER,063,035,2930,3.579767717,11.25531405,DORCHESTER,2693,50,29,36926.8095,38532299.02,3361
791,767,1106,788,1091,1,1,38,38,114,97,2062,BACONS BRIDGE,066,035,2368,14.60595026,17.51975471,DORCHESTER,2695,34,28,57479.39524,157217140.1,3470
792,267,322,268,318,1,1,38,38,94,97,2115,BACONS BRIDGE 2,105,035,1920,3.429565313,9.749429342,DORCHESTER,906,10,10,31986.25277,36915533.8,1332
793,361,721,357,736,1,1,38,39,114,97,2057,BEECH HILL,041,035,1499,4.12894822,9.960597986,DORCHESTER,1537,22,10,32679.06189,44443628.76,1657
794,461,860,463,855,1,1,38,39,114,97,2056,BEECH HILL 2,084,035,659,20.13653285,25.37491299,DORCHESTER,1962,25,29,83250.86037,216747835.7,2209
795,213,299,217,305,1,1,38,38,98,98,2089,BRANDYMILL,067,035,1000,0.593420056,3.123546606,DORCHESTER,789,18,7,10247.83582,6387520.328,993
796,429,471,435,473,1,1,38,38,98,98,2095,BRANDYMILL 2,085,035,2804,1.453242285,5.18887689,DORCHESTER,1519,17,13,17023.84026,15642569.77,1956
797,384,442,387,428,1,1,38,38,98,94,2083,BRIARWOOD,068,035,1462,0.995941237,5.744942794,DORCHESTER,1582,12,16,18848.19982,10720222.25,2153
798,288,389,298,379,1,1,38,38,94,94,2082,BRIARWOOD 2,086,035,1338,1.163293677,4.974210367,DORCHESTER,1077,24,21,16319.55518,12521588.92,1522
799,179,342,188,328,1,1,38,38,98,98,2090,BRIARWOOD 3,087,035,885,0.682754955,3.49885012,DORCHESTER,843,10,14,11479.1441,7349113.176,1008
800,630,1021,647,1023,1,1,38,44,97,97,2068,BUTTERNUT,069,035,1528,6.075606062,12.20575335,DORCHESTER,2405,39,26,40045.04244,65397279.38,2971
801,747,569,756,561,1,1,38,38,113,117,2120,CAROLINA,048,035,667,4.156303363,12.42363837,DORCHESTER,2249,20,23,40759.8869,44738077.06,2965
802,388,694,395,679,1,1,38,44,94,97,2069,CENTRAL,070,035,2560,1.952997311,6.393248359,DORCHESTER,1697,10,23,20975.18232,21021888.1,2206
803,448,625,460,610,1,1,38,44,94,94,2070,CENTRAL 2,088,035,2014,1.453779959,5.110954245,DORCHESTER,1726,28,35,16768.18905,15648357.24,2486
804,412,1025,416,1031,1,1,38,44,97,97,2065,CLEMSON,044,035,2740,3.16853555,8.778361145,DORCHESTER,1985,34,21,28800.33986,34105832.81,2367
805,692,1090,699,1067,1,1,38,39,97,97,2063,CLEMSON 2,089,035,1608,6.575968348,12.21787499,DORCHESTER,2807,34,36,40084.81154,70783134.2,4253
806,433,600,447,557,1,1,38,39,97,97,2064,CLEMSON 3,090,035,2462,13.67191454,16.916998,DORCHESTER,1847,16,39,55501.85095,147163263.3,2849
807,504,304,531,285,1,1,38,38,94,94,2093,COASTAL,038,035,2150,0.855384088,4.859667288,DORCHESTER,1479,25,17,15943.75843,9207277.693,2082
808,502,639,515,625,1,1,38,38,94,94,2092,COASTAL 2,079,035,1085,1.353141872,7.162770909,DORCHESTER,1871,22,21,23499.85756,14565097.9,2266
809,239,264,247,262,1,1,38,38,94,94,2091,COASTAL 3,080,035,1052,2.46268801,7.205976769,DORCHESTER,852,12,9,23641.60878,26508153.12,1179
810,1040,1124,1063,1120,1,1,38,38,98,98,2104,COOSAW,071,035,2854,3.998701243,9.870854115,DORCHESTER,3296,53,28,32384.62721,43041661.97,4919
811,881,748,909,739,1,1,38,38,98,98,2103,COOSAW 2,091,035,2193,2.372415638,7.304401333,DORCHESTER,2784,45,30,23964.52337,25536469.4,3371
812,453,589,457,584,1,1,38,38,98,98,2112,COOSAW 3,106,035,1058,2.54641151,6.740862493,DORCHESTER,1776,17,19,22115.64636,27409345.37,2322
813,878,1210,911,1159,1,1,38,39,97,97,2058,CYPRESS,072,035,1818,26.24166708,28.13926702,DORCHESTER,3168,45,55,92320.24523,282462953.7,4762
814,205,429,221,405,1,1,38,39,97,97,2111,CYPRESS 2,107,035,1433,3.163447985,9.366439539,DORCHESTER,965,20,26,30729.72705,34051070.72,1273
815,377,208,384,210,6,1,39,39,97,90,2054,DELEMARS,036,035,1295,114.1275277,55.53775511,DORCHESTER,809,11,4,182210.1182,1228458484,1091
816,354,448,362,454,1,1,44,44,94,94,2067,DORCHESTER,049,035,1881,2.402871379,8.983702299,DORCHESTER,1337,19,8,29474.02996,25864292.27,1644
