PSN,PresBlue,PresRed,SenBlue,SenRed,CongD2011,CongD2021,SenD2011,SenD2021,HouseD2011,HouseD2021,OBJECTID,PName,PCode,County,Pop2010,Pct_Area,Pct_Perim,CountyName,Reg_Voters,PresOther,SenOther,Shape_Length,Shape_Area,Pop2020
986,824,1665,791,1722,7,7,34,34,108,108,811,PAWLEY'S ISLAND NO. 5,126,043,1412,17.37228094,23.6852372,GEORGETOWN,3181,32,17,77707.31571,186993675.8,3367
987,333,115,337,109,7,7,32,32,103,103,821,PEE DEE,115,043,310,72.58586538,46.53370356,GEORGETOWN,603,4,5,152669.3258,781307752.4,896
988,173,223,171,223,7,7,32,32,103,103,791,PENNY ROYAL,127,043,1335,49.87560023,37.32941401,GEORGETOWN,529,3,2,122471.5858,536856492.9,962
989,350,147,351,148,7,7,32,32,103,103,808,PLANTERSVILLE,128,043,781,156.3238496,76.03600061,GEORGETOWN,705,3,1,249461.4453,1682655913,874
990,239,445,239,436,7,7,32,32,103,103,810,PLEASANT HILL,129,043,1465,78.07783905,56.84006867,GEORGETOWN,939,4,13,186482.792,840422865.1,1153
991,191,317,194,319,7,7,32,32,103,103,805,POTATO BED FERRY,130,043,1702,68.43045489,56.88002312,GEORGETOWN,663,3,1,186613.8759,736579286.2,842
992,565,140,571,138,7,7,32,32,103,103,796,SAMPIT,131,043,2958,87.61897078,57.38610548,GEORGETOWN,983,3,2,188274.2477,943122752.3,1257
993,681,146,685,144,7,7,34,34,108,108,806,SANTEE,132,043,844,500.710495,129.7742064,GEORGETOWN,1203,9,5,425767.5421,5389602912,1671
994,680,566,697,548,7,7,32,32,103,103,795,SPRING GULLY,133,043,1563,73.9121132,55.86371228,GEORGETOWN,1832,9,21,183279.5294,795583365.2,2875
995,219,488,216,487,7,7,32,32,108,108,790,WINYAH BAY,134,043,1453,33.22047241,33.37149536,GEORGETOWN,929,3,6,109486.3144,357582189,1299
996,424,286,446,262,4,4,7,7,10,23,888,AIKEN,230,045,2159,2.322158983,6.752566345,GREENVILLE,1224,13,14,22154.04475,24995511.27,2882
997,318,764,323,772,4,4,6,6,19,19,942,ALTAMONT FOREST,231,045,3870,15.9500729,18.9884017,GREENVILLE,1356,18,12,62297.78126,171685155.8,1693
998,873,1741,844,1797,4,4,12,5,21,21,873,ASHETON LAKES,232,045,3585,6.450307444,11.83599992,GREENVILLE,3384,42,20,38831.94308,69430531.48,4068
999,404,848,419,851,4,4,6,6,20,20,922,AVON,233,045,2207,2.315553774,6.815674924,GREENVILLE,1723,32,20,22361.09348,24924413.39,2641
1000,272,753,289,737,3,3,9,9,28,28,974,BAKER CREEK,346,045,1552,29.90523704,28.62831706,GREENVILLE,1498,15,13,93924.7369,321897292.5,2435
1001,1036,81,2106,140,4,4,7,7,25,25,854,BELLE MEADE,234,045,2011,3.563699594,8.605169369,GREENVILLE,1892,12,10,28232.12651,38359343.19,2797
1002,795,1518,803,1503,4,4,13,13,35,62,857,BELLS CROSSING,235,045,1650,5.298901182,10.52297172,GREENVILLE,3211,30,35,34524.1164,57036897.63,4279
1003,410,211,416,206,4,4,7,7,25,25,856,BELMONT,236,045,3839,3.756777233,9.947025113,GREENVILLE,1009,11,11,32634.53156,40437613.59,1623
1004,463,466,477,454,4,4,6,6,19,23,917,BEREA,237,045,3207,3.98159891,9.206376388,GREENVILLE,1489,13,11,30204.58653,42857573.98,3443
1005,612,1041,610,1077,4,4,8,6,20,20,913,BOILING SPRINGS,238,045,2983,2.346084638,8.31373453,GREENVILLE,2279,41,14,27275.97737,25253044.88,2750
1006,486,762,492,767,4,4,6,6,22,20,923,BOTANY WOODS,239,045,2310,2.462794883,7.582969531,GREENVILLE,1868,28,16,24878.4592,26509303.5,2739
1007,450,915,450,923,4,4,8,8,27,27,853,BRIDGE FORK,347,045,2949,3.771732516,10.26896774,GREENVILLE,1790,23,12,33690.77166,40598590.92,2014
1008,318,542,333,524,4,4,6,6,20,20,928,BROOKGLENN,240,045,4069,2.225812001,6.633185572,GREENVILLE,1333,13,17,21762.37633,23958440.98,1788
1009,839,1410,828,1455,4,4,12,5,21,21,920,CANEBRAKE,241,045,4535,3.534591053,12.21632004,GREENVILLE,3033,50,23,40079.70999,38046021.45,3597
1010,713,209,738,182,4,4,7,7,25,25,861,CAROLINA,242,045,2457,8.194716026,14.0595792,GREENVILLE,1555,13,13,46127.1361,88207189.19,2657
1011,496,1672,509,1652,4,4,5,5,18,18,963,CASTLE ROCK,348,045,1969,18.97407422,22.74164933,GREENVILLE,2926,33,38,74611.56118,204235235.2,4104
1012,631,528,638,520,4,4,7,7,24,24,874,CHESTNUT HILLS,243,045,3488,4.185584041,8.955310676,GREENVILLE,1946,21,16,29380.88178,45053251.66,3090
1013,882,1558,874,1585,4,4,12,5,35,35,882,CIRCLE CREEK,244,045,2726,12.45763819,21.08444262,GREENVILLE,3146,52,31,69174.54218,134092901.4,4410
1014,296,1076,309,1066,4,4,5,5,18,18,945,CLEAR CREEK,245,045,1859,8.417374443,16.13860345,GREENVILLE,1805,35,37,52948.06815,90603864.44,2355
1015,841,852,870,837,4,4,7,7,28,62,846,CONESTEE,246,045,3351,8.743376732,16.43566238,GREENVILLE,2528,38,20,53922.66898,94112923.88,3467
1016,465,1660,484,1655,4,4,5,5,17,19,947,DARBY RIDGE,247,045,2437,19.78484728,23.06818145,GREENVILLE,2881,45,36,75682.85864,212962323.8,3930
1017,728,948,745,944,4,4,8,6,20,20,914,DEL NORTE,248,045,2546,2.583558607,7.066026659,GREENVILLE,2615,35,24,23182.4558,27809193.41,3455
1018,507,1009,499,1050,4,4,8,6,20,20,903,DEVENGER,249,045,3087,2.33458353,6.561837003,GREENVILLE,1959,37,15,21528.29357,25129247.98,2313
1019,639,220,652,203,4,4,7,7,25,25,844,DONALDSON,250,045,2015,25.19212179,22.71952332,GREENVILLE,1216,11,11,74538.96942,271165742.1,2250
1020,583,875,568,908,4,4,8,8,22,22,890,DOVE TREE,251,045,3922,5.313510306,11.87618685,GREENVILLE,2057,45,25,38963.78971,57194148.93,2632
1021,268,1517,275,1492,3,3,9,9,28,28,824,DUNKLIN,252,045,2293,151.5252776,60.03729782,GREENVILLE,2443,24,43,196972.3679,1631004514,3829
1022,676,1167,701,1158,4,4,6,6,20,20,925,EASTSIDE,253,045,2625,3.008936438,8.087163433,GREENVILLE,2618,36,20,26532.63536,32387922.27,3795
1023,362,1370,375,1360,4,3,6,6,17,17,949,EBENEZER,254,045,3317,35.62048235,41.39585238,GREENVILLE,2309,25,26,135812.8923,383415681,3543
1024,581,1143,593,1130,4,4,6,6,20,20,933,EDWARDS FOREST,255,045,3521,4.016577925,9.31607597,GREENVILLE,2469,33,33,30564.49258,43234084.97,3234
1025,1012,1377,1040,1348,4,4,6,6,19,19,931,ENOREE,256,045,3775,5.609941709,9.966806898,GREENVILLE,3307,47,49,32699.4323,60384910,4688
1026,429,462,431,466,4,4,12,5,22,21,887,FEASTER,257,045,1828,2.623883195,7.46842185,GREENVILLE,1430,14,13,24502.64735,28243243.65,2321
1027,289,1256,303,1229,3,3,9,9,28,28,825,FORK SHOALS,258,045,3696,61.54646797,35.01946455,GREENVILLE,2002,29,40,114893.0266,662480667.6,3047
1028,1191,1364,1219,1355,3,3,8,9,16,16,834,FOUNTAIN INN 1,259,045,3744,10.21297553,15.29970643,GREENVILLE,3527,43,30,50195.78683,109931553.7,5157
1029,367,685,375,685,3,3,8,9,16,16,828,FOUNTAIN INN 2,260,045,3040,9.767467651,15.76777932,GREENVILLE,1538,20,12,51731.45599,105136146.8,2728
1030,387,1293,410,1263,4,4,5,5,18,18,946,FOX CHASE,349,045,2218,6.121340511,12.03579695,GREENVILLE,2071,16,23,39487.44383,65889560.89,2680
1031,312,974,326,971,4,4,5,5,18,18,962,FROHAWK,350,045,2440,5.983988488,13.20174263,GREENVILLE,1717,24,14,43312.71727,64411116.02,2213
1032,820,1349,820,1371,4,3,6,6,19,19,940,FURMAN,262,045,2571,12.77550741,20.51934214,GREENVILLE,2953,38,17,67320.54166,137514417.3,5893
1033,321,1301,331,1300,4,4,5,5,18,17,957,GOWENSVILLE,264,045,2774,75.57608665,57.70233521,GREENVILLE,2133,29,22,189311.7448,813494226.3,2810
1034,888,1387,907,1375,4,4,12,5,21,21,964,GRANITE CREEK,351,045,3506,10.30087206,16.52732288,GREENVILLE,3028,41,31,54223.3918,110877664.1,4167
1035,453,983,472,970,4,4,13,8,27,27,967,GRAZE BRANCH,352,045,3640,4.783628528,12.47536063,GREENVILLE,1815,25,19,40929.57901,51490548.94,2277
1036,609,742,625,736,4,4,7,7,27,62,971,GREENBRIAR,353,045,2356,4.243709906,12.16110297,GREENVILLE,1866,23,12,39898.552,45678913.27,2388
1037,615,813,624,837,4,4,6,6,22,22,911,GREENVILLE 1,201,045,1680,2.338135134,7.690997888,GREENVILLE,1824,43,17,25232.88224,25167477.12,2198
1038,1192,735,1188,762,4,4,7,7,23,23,892,GREENVILLE 10,210,045,3328,3.251722289,9.170503912,GREENVILLE,3010,48,25,30086.89492,35001247.42,4258
1039,1021,108,1039,102,4,4,7,7,23,23,883,GREENVILLE 14,214,045,2607,2.588213901,7.531736313,GREENVILLE,1950,15,5,24710.37155,27859302.57,2879
1040,747,844,713,916,4,4,8,8,24,24,877,GREENVILLE 16,216,045,4297,2.472672068,6.962173913,GREENVILLE,2179,40,12,22841.73225,26615620.63,2502
1041,592,777,565,839,4,4,8,8,24,24,880,GREENVILLE 17,217,045,4182,1.887204625,6.053014318,GREENVILLE,1870,29,4,19858.93114,20313701.52,2107
1042,512,755,481,805,4,4,8,8,24,24,870,GREENVILLE 18,218,045,4112,1.46204928,7.114831523,GREENVILLE,1544,22,10,23342.57642,15737367.47,2136
1043,1189,277,1217,272,4,4,7,7,25,25,863,GREENVILLE 19,219,045,2992,3.679660221,10.22895219,GREENVILLE,2449,31,10,33559.4873,39607532.98,3488
1044,478,581,442,635,4,4,8,8,24,24,868,GREENVILLE 20,220,045,3646,2.009100719,6.374059895,GREENVILLE,1319,17,3,20912.22817,21625780.15,1610
1045,581,525,568,570,4,4,8,8,24,24,875,GREENVILLE 21,221,045,3077,1.017603789,5.594126004,GREENVILLE,1652,34,5,18353.39506,10953396.02,1793
1046,691,1115,679,1163,4,4,8,8,24,24,881,GREENVILLE 22,222,045,2070,3.234782122,7.97292447,GREENVILLE,2477,54,22,26157.83636,34818904.98,3046
1047,548,1156,516,1212,4,4,8,8,24,24,871,GREENVILLE 23,223,045,1645,5.708341263,11.83086068,GREENVILLE,2142,22,9,38815.08208,61444073.98,2783
1048,1613,1429,1627,1443,4,4,8,8,24,24,889,GREENVILLE 24,224,045,2217,14.4465497,15.95563757,GREENVILLE,5009,58,29,52347.78758,155501366.8,7307
1049,578,495,612,479,4,4,6,8,23,24,897,GREENVILLE 25,225,045,1591,1.604662321,6.177918763,GREENVILLE,2240,34,17,20268.72181,17272441.47,3400
1050,899,407,914,410,4,4,7,7,23,22,893,GREENVILLE 26,226,045,3654,3.233059942,8.736807764,GREENVILLE,2082,39,25,28664.01014,34800367.58,3075
1051,227,575,236,593,4,4,6,6,22,22,905,GREENVILLE 27,227,045,4644,2.00002366,6.526985919,GREENVILLE,1277,30,11,21413.95297,21528075.51,2999
1052,392,271,406,264,4,4,7,7,23,22,896,GREENVILLE 28,228,045,2988,1.06922237,4.343481626,GREENVILLE,1294,21,14,14250.2393,11509013.8,1588
1053,1013,285,1045,261,4,4,7,7,25,25,865,GREENVILLE 29,229,045,2306,10.34444365,17.51541212,GREENVILLE,2213,26,20,57465.14793,111346664.8,3740
1054,1118,899,1097,967,4,4,6,6,22,22,912,GREENVILLE 3,203,045,1887,3.357417044,8.560842543,GREENVILLE,2553,55,13,28086.69758,36138936.3,3338
1055,1138,472,1162,475,4,4,7,7,23,22,908,GREENVILLE 4,204,045,3619,3.601882403,9.205714787,GREENVILLE,2910,41,20,30202.41593,38770339.51,4465
1056,1334,688,1368,693,4,4,7,7,23,22,895,GREENVILLE 5,205,045,2934,2.764233354,8.166440688,GREENVILLE,3230,61,25,26792.73082,29753960.2,3722
1057,246,49,252,48,4,4,7,7,23,23,901,GREENVILLE 6,206,045,3456,2.065986264,8.080312115,GREENVILLE,669,6,2,26510.15733,22238091.07,1326
1058,1133,388,1152,389,4,4,7,7,23,23,891,GREENVILLE 7,207,045,2363,2.896039787,8.503014533,GREENVILLE,2619,34,16,27896.97351,31172712.83,4509
1059,1590,640,1614,659,4,4,7,7,23,23,885,GREENVILLE 8,208,045,3927,4.088052843,9.090305523,GREENVILLE,3505,48,15,29823.77737,44003434.58,4567
1060,667,482,681,476,3,4,7,7,25,25,851,GROVE,266,045,4227,18.21135134,20.48247032,GREENVILLE,1912,15,12,67199.57137,196025354.4,3512
1061,764,1247,769,1256,4,4,8,8,27,27,848,HILLCREST,354,045,3807,4.747663461,10.22784281,GREENVILLE,2753,34,20,33555.84763,51103424.18,3560
1062,374,692,360,716,4,4,8,8,27,62,973,HOLLY TREE,355,045,2568,2.662092597,8.630316616,GREENVILLE,1446,21,10,28314.63043,28654526.23,1813
1063,429,1012,410,1027,4,3,5,2,17,17,959,JENNINGS MILL,269,045,4203,231.4935159,118.0963961,GREENVILLE,1917,22,25,387454.5929,2491775467,2193
1064,841,1223,864,1207,4,4,13,13,35,35,862,KILGORE FARMS,356,045,2518,3.425845821,9.816789604,GREENVILLE,2831,36,25,32207.25056,36875497.51,4034
1065,877,789,920,769,4,4,7,7,19,23,919,LAKEVIEW,270,045,2709,5.447168384,9.855932532,GREENVILLE,2770,49,24,32335.67198,58632832.51,5479
1066,576,1292,611,1269,4,4,5,5,18,18,943,LAUREL RIDGE,271,045,1456,8.513371535,14.03312124,GREENVILLE,2570,34,26,46040.33193,91637168.55,3436
1067,693,872,724,870,4,4,6,6,19,19,926,LEAWOOD,272,045,3286,6.480028651,13.70701692,GREENVILLE,2587,43,18,44970.43801,69750447.9,3942
1068,246,985,242,999,4,4,5,5,18,18,944,LOCUST HILL,357,045,3063,6.168077803,11.99905556,GREENVILLE,1653,17,14,39366.90145,66392636.91,2122
1069,554,920,567,906,3,3,9,9,28,28,969,LONG CREEK,358,045,3375,4.997388116,10.03092964,GREENVILLE,1888,23,21,32909.80833,53791438,2484
1070,538,992,578,953,4,4,5,5,36,18,932,MAPLE CREEK,274,045,3843,4.473879317,8.713499505,GREENVILLE,2284,31,33,28587.53963,48156436.18,4336
1071,300,1173,324,1153,4,3,5,5,17,17,956,MARIDELL,275,045,3463,54.15872845,38.62111294,GREENVILLE,2015,25,23,126709.4347,582959701.3,2888
1072,746,726,775,716,4,4,7,7,24,25,859,MAULDIN 1,276,045,3124,5.442855345,12.7387587,GREENVILLE,2215,38,22,41793.74416,58586407.35,2970
1073,1334,1519,1342,1539,4,4,8,8,24,24,872,MAULDIN 2,277,045,2605,9.312638087,14.16194415,GREENVILLE,4332,56,38,46462.97842,100240402.1,6409
1074,1043,712,1077,686,4,4,7,7,27,62,845,MAULDIN 3,278,045,1689,3.351379098,9.798899979,GREENVILLE,2631,28,17,32148.55768,36073944.39,3409
1075,993,1349,1016,1327,4,4,8,8,27,62,850,MAULDIN 4,279,045,2087,6.608939717,12.60803267,GREENVILLE,3501,35,37,41364.85384,71138035.07,4642
1076,1043,1002,1058,1017,4,4,8,8,24,24,869,MAULDIN 5,280,045,1550,6.272630202,10.93545019,GREENVILLE,3471,49,21,35877.3895,67518029.57,4817
1077,801,840,818,828,4,4,8,8,27,62,852,MAULDIN 6,281,045,2931,3.576518336,9.024082832,GREENVILLE,2308,26,22,29606.51176,38497322.98,2930
1078,619,848,636,863,4,4,8,8,27,62,860,MAULDIN 7,282,045,2497,2.318864418,7.084334549,GREENVILLE,2016,43,9,23242.52093,24960048.87,2654
1079,777,1214,763,1240,4,4,8,8,22,22,894,MISSION,283,045,2795,5.024558509,10.57557575,GREENVILLE,2611,29,20,34696.70145,54083897.68,3421
1080,610,591,644,574,4,4,6,6,19,23,909,MONAVIEW,284,045,3974,4.288969319,9.361921876,GREENVILLE,2379,45,24,30714.90536,46166081.53,5928
1081,1494,1600,1536,1571,3,3,9,9,28,28,839,MOORE CREEK,359,045,3211,9.39212406,14.20701932,GREENVILLE,4095,61,50,46610.86256,101095982,5570
1082,476,1302,470,1341,4,4,6,6,20,19,939,MOUNTAIN CREEK,285,045,3808,9.729753415,17.54906246,GREENVILLE,2366,41,13,57575.54907,104730194.1,2803
1083,270,1518,273,1504,4,4,5,5,17,17,953,MOUNTAIN VIEW,286,045,3153,40.33141002,31.13498974,GREENVILLE,2360,34,36,102148.7122,434123684.4,3378
1084,823,241,844,217,3,4,7,7,25,25,847,MT. PLEASANT,345,045,3509,8.117711199,11.12929271,GREENVILLE,1834,13,9,36513.35449,87378316.14,4058
1085,1086,1644,1102,1649,4,4,8,8,28,28,831,NEELY FARMS,287,045,2515,3.776918566,8.093695988,GREENVILLE,3835,61,41,26554.06759,40654413.1,4822
1086,541,999,557,1007,4,4,6,6,20,20,918,NORTHWOOD,288,045,3343,2.290278696,7.069918998,GREENVILLE,2169,40,21,23195.22591,24652354.71,2740
1087,862,1560,834,1604,4,4,12,5,21,21,884,OAKVIEW,289,045,2391,6.861388798,13.65984713,GREENVILLE,3144,36,31,44815.68178,73855374.36,3861
1088,514,2029,525,2007,4,4,5,5,18,18,952,ONEAL,360,045,2966,20.32053509,20.83952854,GREENVILLE,3231,42,48,68371.01988,218728419.4,4570
1089,632,759,651,766,4,4,8,6,21,21,898,PALMETTO,291,045,3627,3.559646635,9.480318655,GREENVILLE,2190,43,22,31103.34545,38315717.5,2924
1090,357,758,359,776,4,4,6,6,19,19,935,PARIS MOUNTAIN,292,045,3508,10.92602822,19.33312815,GREENVILLE,1459,25,7,63428.77129,117606788.9,1705
1091,502,1169,510,1174,4,4,6,6,20,20,936,PEBBLE CREEK,293,045,1562,4.027165795,9.671722946,GREENVILLE,2290,36,21,31731.31103,43348051.85,2799
1092,304,599,300,616,4,4,12,5,21,21,899,PELHAM FALLS,294,045,2714,6.653950795,16.96302328,GREENVILLE,1163,20,11,55652.85221,71622530.28,1570
1093,761,1210,794,1181,3,3,9,9,25,28,840,PIEDMONT,295,045,2688,26.66110581,28.08605552,GREENVILLE,3051,43,42,92145.66716,286977754.6,5218
1094,199,753,209,743,3,3,9,9,28,28,826,PINEVIEW,296,045,2729,20.781053,20.10023105,GREENVILLE,1301,15,15,65945.50805,223685392.8,1985
1095,840,1306,886,1279,4,4,6,6,19,19,930,POINSETT,297,045,3686,5.478430746,11.76620317,GREENVILLE,3133,49,34,38602.95158,58969337.77,4944
1096,1031,1439,1077,1394,3,3,9,9,28,27,829,RAINTREE,298,045,2227,14.46129931,17.57444245,GREENVILLE,3442,53,48,57658.8166,155660130.3,5224
1097,1265,858,1302,841,4,4,7,7,28,62,968,RANCH CREEK,361,045,1939,9.51755561,14.53120203,GREENVILLE,2960,37,22,47674.45201,102446116,4300
1098,865,943,885,923,3,3,7,7,28,28,833,REEDY FORK,299,045,3289,34.87254769,28.15828021,GREENVILLE,2404,33,31,92382.62432,375364979.3,4524
1099,837,1015,855,1007,4,4,5,5,18,21,965,RIVERSIDE,362,045,3117,3.478993403,10.04656935,GREENVILLE,2690,36,28,32961.11961,37447573.33,4074
1100,682,1359,665,1398,4,4,8,8,35,62,858,RIVERWALK,300,045,3632,2.927140982,8.508551023,GREENVILLE,2687,40,23,27915.13781,31507483.3,3213
1101,735,990,750,988,4,4,8,8,22,22,907,ROCK HILL,302,045,4445,3.763322285,10.16033245,GREENVILLE,2947,34,23,33334.35739,40508063.95,3984
1102,688,785,701,788,4,4,8,8,24,21,878,ROCKY CREEK,303,045,2136,5.540770255,10.63118275,GREENVILLE,2411,18,11,34879.13873,59640354.67,3075
1103,495,1000,483,1018,4,4,12,5,22,21,886,ROLLING GREEN,304,045,3830,3.860593837,7.90505659,GREENVILLE,2015,18,8,25935.17316,41555086.22,2152
1104,841,151,852,135,4,4,7,7,25,25,849,ROYAL OAKS,305,045,2744,2.839059894,8.250706444,GREENVILLE,1611,8,10,27069.19272,30559386.37,2245
1105,478,658,490,647,4,4,6,6,19,19,921,SALUDA,306,045,3539,6.828709936,11.77408412,GREENVILLE,1563,22,23,38628.80764,73503622.02,2296
1106,588,2194,609,2181,4,4,5,5,17,17,950,SANDY FLAT,307,045,3295,29.29505686,33.64258671,GREENVILLE,3661,53,45,110375.7199,315329367.7,4745
1107,629,1326,643,1330,4,4,6,6,20,19,929,SEVIER,308,045,1820,6.014527268,11.76066145,GREENVILLE,2722,42,31,38584.77011,64739832.71,3694
1108,642,1160,637,1192,4,4,6,5,21,21,924,SILVERLEAF,309,045,2631,3.837888677,9.682819941,GREENVILLE,2429,36,16,31767.71842,41310689.9,2967
1109,756,1171,780,1154,4,4,8,8,27,27,842,SIMPSONVILLE 1,310,045,2563,8.10555951,13.96275565,GREENVILLE,2801,38,29,45809.47416,87247516.44,4067
1110,600,870,626,838,4,4,8,8,27,27,841,SIMPSONVILLE 2,311,045,4680,5.24844928,11.16198051,GREENVILLE,2086,39,39,36620.59772,56493837.88,3107
1111,606,1234,628,1230,4,4,8,8,27,27,838,SIMPSONVILLE 3,312,045,3134,4.569613638,9.56606906,GREENVILLE,2582,43,25,31384.67824,49186911.84,3685
1112,628,729,651,712,4,4,8,8,27,27,837,SIMPSONVILLE 4,313,045,3673,1.920197864,7.158512952,GREENVILLE,2147,24,16,23485.88791,20668837.79,3140
1113,965,892,1003,861,3,3,8,8,16,27,835,SIMPSONVILLE 5,314,045,4134,8.951745837,15.80157459,GREENVILLE,2510,40,33,51842.33264,96355790.26,3783
1114,811,1083,840,1064,4,4,8,8,27,27,832,SIMPSONVILLE 6,315,045,3675,5.264008891,10.57012579,GREENVILLE,2876,31,24,34678.82104,56661320.14,3936
1115,224,1813,244,1788,4,4,5,5,18,18,955,SKYLAND,316,045,5406,56.10688072,37.27914263,GREENVILLE,2740,26,30,122306.6538,603929437.8,4056
1116,366,1767,399,1725,4,3,5,2,17,17,954,SLATER MARIETTA,317,045,3166,99.3647546,65.9502425,GREENVILLE,3066,49,53,216371.7539,1069553317,5430
1117,961,750,935,792,4,4,7,7,25,25,866,SOUTHSIDE,318,045,3135,6.732429024,11.56236624,GREENVILLE,2358,20,8,37934.19656,72467262.91,3356
1118,759,1164,753,1173,4,4,12,5,21,62,972,SPARROWS POINT,363,045,2168,4.225310777,9.923336533,GREENVILLE,2657,30,28,32556.81328,45480866.69,3721
1119,700,721,719,729,4,4,6,8,22,22,902,SPRING FOREST,319,045,1313,1.80900738,6.687644795,GREENVILLE,2585,41,19,21941.04797,19471993.38,3337
1120,578,809,606,795,4,4,9,9,28,28,970,STANDING SPRINGS,364,045,1782,3.813413472,8.399497768,GREENVILLE,1889,31,20,27557.35226,41047241,2507
1121,609,969,639,961,4,4,5,5,18,20,937,STONE VALLEY,321,045,2530,5.786065822,10.30981585,GREENVILLE,2616,53,28,33824.7875,62280694.17,3525
1122,608,1031,599,1054,4,4,12,8,21,62,864,STONEHAVEN,322,045,3298,2.863764949,7.669761621,GREENVILLE,2136,23,14,25163.20959,30825309.36,2677
1123,930,1500,962,1514,4,4,5,5,18,18,966,SUBER MILL,323,045,2842,9.054838185,16.13192974,GREENVILLE,3318,59,18,52926.17283,97465467.06,5075
1124,594,1250,570,1302,4,4,12,5,21,21,915,SUGAR CREEK,324,045,3497,2.588337495,8.14376207,GREENVILLE,2383,40,19,26718.32606,27860632.93,2958
1125,544,1129,566,1116,4,4,6,6,19,19,941,SULPHUR SPRINGS,325,045,5517,21.2365013,27.44295121,GREENVILLE,2397,40,24,90035.74909,228587797.5,4421
1126,768,1677,781,1672,3,4,8,8,16,27,843,SYCAMORE,326,045,3452,13.2770597,16.42398485,GREENVILLE,3063,36,24,53884.35696,142913081.2,4357
1127,845,684,886,647,4,4,7,7,25,25,876,TANGLEWOOD,327,045,1792,10.09200905,16.42489441,GREENVILLE,2562,26,27,53887.34109,108629481.3,4775
1128,641,766,669,768,4,4,5,5,18,18,934,TAYLORS,328,045,2931,6.317828035,12.83200923,GREENVILLE,2435,43,23,42099.6836,68004535,3650
1129,898,1430,887,1450,4,4,12,6,21,21,906,THORNBLADE,329,045,3930,4.835468412,11.50903348,GREENVILLE,3629,38,22,37759.22067,52048548.81,5118
1130,461,1780,462,1787,4,4,5,5,17,17,958,TIGERVILLE,330,045,2598,170.9926789,82.02157592,GREENVILLE,2876,40,40,269099.1203,1840549877,4784
1131,765,1109,758,1154,4,4,6,6,22,22,916,TIMBERLAKE,331,045,2825,3.893428072,8.819953949,GREENVILLE,2717,59,25,28936.79891,41908510.98,3420
1132,681,854,712,829,4,4,5,5,18,18,938,TRADE,332,045,3389,4.932608728,9.078351815,GREENVILLE,2645,43,38,29784.55925,53094158.47,4337
1133,726,1132,726,1158,4,3,6,6,17,17,948,TRAVELERS REST 1,365,045,3074,8.247344749,13.95861655,GREENVILLE,2640,47,28,45795.89445,88773680.06,3695
1134,350,896,373,870,4,3,6,6,17,17,960,TRAVELERS REST 2,366,045,1831,8.071279445,12.16925594,GREENVILLE,1716,26,29,39925.30055,86878528.89,2619
1135,432,1525,442,1527,4,3,5,5,17,17,951,TUBBS MOUNTAIN,334,045,3902,29.75734076,29.90298673,GREENVILLE,2605,27,19,98106.71562,320305350.2,3582
1136,407,560,434,525,4,4,5,5,18,18,961,TYGER RIVER,367,045,2406,2.75253061,9.996484103,GREENVILLE,1577,19,27,32796.79826,29627992.9,2462
1137,661,1159,671,1154,3,3,9,9,28,28,830,VERDMONT,368,045,3333,15.18349224,18.06924386,GREENVILLE,2440,23,22,59282.17758,163433750.3,3123
1138,564,979,584,970,4,4,6,6,20,20,927,WADE HAMPTON,336,045,3874,5.693101852,11.89052614,GREENVILLE,2567,33,25,39010.83453,61280038.32,4440
1139,1564,2877,1615,2863,3,4,13,13,35,16,855,WALNUT SPRINGS,337,045,2745,29.40191672,27.64967088,GREENVILLE,5776,97,64,90713.96187,316479597.6,8550
1140,347,1206,357,1185,3,3,9,9,28,28,827,WARE PLACE,369,045,1688,53.5534943,35.86458287,GREENVILLE,2041,21,27,117665.719,576445015.2,3160
1141,710,523,740,490,4,4,7,7,24,25,879,WELCOME,339,045,2537,3.507671605,8.039063802,GREENVILLE,2330,18,22,26374.82849,37756262.92,4589
1142,451,817,459,825,4,4,6,6,22,20,910,WELLINGTON,340,045,5652,2.47923488,7.312509658,GREENVILLE,1709,24,11,23991.12544,26686262.15,2137
1143,463,730,483,717,4,4,6,7,10,19,900,WESTCLIFFE,341,045,1494,11.36083525,17.09687295,GREENVILLE,1894,28,20,56091.99069,122287012.9,3693
1144,588,800,617,766,4,4,6,6,10,23,904,WESTSIDE,342,045,2296,5.017703634,10.48962079,GREENVILLE,2261,20,24,34414.69755,54010112.42,5107
1145,1049,977,1087,945,3,3,7,7,25,25,836,WOODMONT,343,045,2509,25.7363451,22.30605017,GREENVILLE,2982,34,28,73182.43294,277023713.2,4225
1146,711,1306,746,1306,4,4,8,8,24,62,867,WOODRUFF LAKES,344,045,3226,3.352495934,8.679892037,GREENVILLE,2822,50,16,28477.27912,36085965.9,3493
1147,245,504,250,509,3,3,10,10,13,13,2130,AIRPORT,028,047,1302,9.214667777,12.81431565,GREENWOOD,949,15,4,42041.63394,99185858.47,1700
1148,172,487,186,469,3,3,10,10,13,13,2144,ALLIE'S CROSSING,046,047,1360,72.28558453,55.34910612,GREENWOOD,825,6,15,181591.1923,778075556.3,1154
1149,273,730,271,742,3,3,10,10,13,13,2169,ANGEL OAK'S CROSSING,049,047,1276,19.46386451,25.45191609,GREENWOOD,1259,17,11,83503.49472,209507293.9,1709
