PSN,unshared,area,pop,voteA,voteB,Cong2011,Sen2011,House2011,CongLWV,CongRuoff,SenLWV,HouseLWV,CongDraft,CongDrft2H,CongDrft3H,CongDrft2S,SenDraft,HouseDraft,HouseDrft2,HouseNAACP,county
501,0,1.853324469,1402,360,562,1,43,112,1,7,34,110,1,1,1,1,44,80,80,112,CHARLESTON
502,0,2.627047743,734,470,21,1,37,99,1,7,34,110,1,1,1,1,44,80,80,112,CHARLESTON
503,0,7.97736452,4062,996,1428,1,37,110,1,7,34,110,1,1,1,1,37,80,80,112,CHARLESTON
504,0,6.462525489,1560,440,589,1,37,99,1,7,34,112,1,1,1,1,37,80,80,112,CHARLESTON
505,0,4.329705986,385,112,177,1,43,99,1,7,34,112,1,1,1,1,37,80,80,112,CHARLESTON
506,0,4.482695636,1914,745,624,1,43,109,1,7,34,110,1,1,1,1,43,110,110,109,CHARLESTON
507,0,2.608593359,2607,716,1038,1,37,112,1,7,34,96,1,1,1,1,37,80,80,112,CHARLESTON
508,0,7.446683969,2093,618,656,1,37,99,1,7,34,96,1,1,1,1,37,80,80,112,CHARLESTON
509,0,6.045143644,3609,809,1558,1,37,99,1,7,34,96,1,1,1,1,37,80,80,112,CHARLESTON
510,0,11.6562096,5428,1340,2432,1,37,99,1,7,34,96,1,1,1,1,37,80,80,103,CHARLESTON
511,0,1.913249619,2358,619,866,1,37,112,1,7,34,96,1,1,1,1,37,80,80,112,CHARLESTON
512,0,12.92561339,7539,1676,2631,1,37,112,1,7,34,96,1,1,1,1,37,80,80,108,CHARLESTON
513,0,3.403613391,2481,708,647,1,34,112,1,7,34,112,1,1,1,1,44,112,112,112,CHARLESTON
514,0,96.12509654,4732,1508,1437,1,34,108,1,7,43,96,1,1,1,1,43,112,112,108,CHARLESTON
515,0,3.703580389,2331,597,946,1,34,108,1,7,43,96,1,1,1,1,43,112,112,112,CHARLESTON
516,0,15.08107543,5875,1268,2148,1,37,108,1,7,34,96,1,1,1,1,43,112,112,108,CHARLESTON
517,0,1.611982343,2032,617,657,1,43,110,1,7,34,110,1,1,1,1,43,110,110,110,CHARLESTON
518,0,1.371050012,1644,453,654,1,43,110,1,7,34,112,1,1,1,1,43,110,110,110,CHARLESTON
519,0,2.554104924,2648,750,859,1,43,110,1,7,34,112,1,1,1,1,43,110,110,110,CHARLESTON
520,0,0.841562686,1353,385,443,1,43,112,1,7,34,112,1,1,1,1,43,112,112,110,CHARLESTON
521,0,0.752862645,1193,354,400,1,43,112,1,7,34,112,1,1,1,1,43,112,112,110,CHARLESTON
522,0,5.162030369,1354,401,507,1,43,112,1,7,34,112,1,1,1,1,43,112,112,110,CHARLESTON
523,0,2.471139425,1110,515,22,6,42,109,1,1,42,111,6,6,6,1,42,111,111,111,CHARLESTON
524,0,1.197359595,2970,614,121,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
525,0,1.156348031,1055,423,283,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
526,0,0.851888936,1379,501,309,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
527,0,1.33968325,1662,466,62,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
528,0,0.572476864,931,369,153,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
529,0,1.403264274,2365,707,88,6,42,113,1,1,42,111,6,6,6,1,42,113,113,113,CHARLESTON
530,0,1.589637091,1555,553,144,6,42,113,1,1,42,111,6,6,6,1,42,113,113,113,CHARLESTON
531,0,3.299742339,1526,448,42,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
532,0,11.14181256,3448,882,219,6,42,109,1,1,42,109,6,6,6,1,42,109,109,109,CHARLESTON
533,0,2.095624457,1843,650,105,6,42,109,1,1,42,109,6,6,6,1,42,109,109,109,CHARLESTON
534,0,7.019792279,1789,295,16,6,42,111,1,1,42,111,6,6,6,1,42,109,109,114,CHARLESTON
535,0,1.124567457,1280,318,238,6,41,109,1,1,42,109,6,6,6,1,42,109,109,114,CHARLESTON
536,0,1.624799624,2704,637,235,6,42,109,1,1,42,109,6,6,6,1,42,109,109,114,CHARLESTON
537,0,1.885275859,2642,660,174,6,42,109,1,1,42,109,6,6,6,1,42,109,109,109,CHARLESTON
538,0,4.353214582,3360,976,476,6,41,109,1,1,42,109,6,6,6,1,42,109,109,109,CHARLESTON
539,0,19.04318585,5435,1368,295,6,42,113,1,1,42,109,6,6,6,1,42,113,113,113,CHARLESTON
540,0,1.888080353,1018,363,54,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
541,0,2.215795328,922,202,31,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
542,0,2.501182358,3061,462,149,6,42,113,1,1,42,113,6,6,6,1,42,113,113,113,CHARLESTON
543,0,3.711841565,3038,377,81,6,42,15,1,1,42,113,6,6,6,1,42,113,113,15,CHARLESTON
544,0,1.622569719,2738,304,148,6,42,15,1,1,42,109,6,6,6,1,42,92,15,15,CHARLESTON
545,0,4.440711765,1594,430,503,6,41,111,1,1,42,111,6,6,6,1,42,109,109,114,CHARLESTON
546,0,5.840032984,2995,989,271,6,42,113,1,1,42,109,6,6,6,1,42,113,113,113,CHARLESTON
547,0,1.830322758,1807,698,87,6,42,109,1,1,42,109,6,6,6,1,42,109,109,109,CHARLESTON
548,0,1.708529232,2709,1053,78,6,42,109,1,1,42,111,6,6,6,1,42,109,109,109,CHARLESTON
549,0,1.854190928,2048,773,31,6,42,109,1,1,42,111,6,6,6,1,42,111,111,109,CHARLESTON
550,0,2.81109659,2354,642,35,6,42,113,1,1,42,111,6,6,6,1,42,113,113,109,CHARLESTON
551,0,2.927208012,1267,550,187,6,42,113,1,1,42,111,6,6,6,1,42,113,113,109,CHARLESTON
552,0,8.255751975,2754,769,327,6,37,113,1,1,42,113,6,6,6,1,44,113,113,113,CHARLESTON
553,0,2.43563381,885,348,180,1,42,111,1,1,41,111,6,1,1,1,20,119,119,111,CHARLESTON
554,0,0.922810307,1484,541,293,1,41,111,1,1,41,111,6,1,6,1,20,111,111,111,CHARLESTON
555,0,3.208832471,1127,352,428,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
556,0,5.847626806,1305,420,478,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
557,0,2.601686143,1603,459,393,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
558,0,1.428867657,1977,641,434,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
559,0,2.67671269,2036,800,146,1,42,119,1,1,41,119,6,1,6,1,20,111,111,116,CHARLESTON
560,0,3.228173058,1233,442,412,1,41,119,1,1,41,119,1,1,1,1,20,119,119,119,CHARLESTON
561,0,3.30141421,2290,599,715,1,41,119,1,1,41,119,1,1,1,1,20,119,119,119,CHARLESTON
562,0,2.541826848,2724,973,297,1,42,111,1,1,41,119,6,1,6,1,20,111,111,119,CHARLESTON
563,0,0.298384331,424,243,18,1,42,119,1,1,41,114,6,1,6,1,20,111,111,116,CHARLESTON
564,0,0.781646089,1393,575,285,1,42,119,1,1,41,119,6,1,1,1,20,119,119,111,CHARLESTON
565,0,2.874847423,3922,1099,617,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
566,0,1.636451839,1385,345,262,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
567,0,3.885665916,1516,420,529,1,41,114,1,1,41,114,6,1,6,1,41,114,114,114,CHARLESTON
568,0,1.081836439,1491,433,253,1,41,114,1,1,41,114,6,1,6,1,20,114,114,114,CHARLESTON
569,0,0.807489363,2004,609,303,1,41,114,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
570,0,2.331375245,2305,680,292,1,42,119,1,1,41,114,6,1,6,1,20,119,119,116,CHARLESTON
571,0,1.233996324,1848,619,443,1,41,119,1,1,41,119,6,1,6,1,20,119,119,116,CHARLESTON
572,0,13.52358079,6553,1950,1387,1,41,116,1,1,41,116,6,1,6,1,20,116,116,116,CHARLESTON
573,0,18.50644802,4758,1333,1136,1,41,116,1,1,38,116,6,1,6,1,41,116,116,116,CHARLESTON
574,0,6.414693668,5106,1414,1179,1,41,119,1,1,41,119,6,1,6,1,20,116,116,116,CHARLESTON
575,0,2.088722655,1571,906,197,1,42,111,1,1,41,111,6,1,6,1,20,111,111,111,CHARLESTON
576,0,2.1440559,2771,728,621,1,41,119,1,1,41,114,6,1,6,1,20,119,119,114,CHARLESTON
577,0,1.5592003,1800,462,453,1,41,114,1,1,41,114,6,1,6,1,20,114,114,114,CHARLESTON
578,0,1.514438976,1476,413,488,1,41,114,1,1,41,114,6,1,6,1,41,114,114,114,CHARLESTON
579,0,2.703598914,1037,250,376,1,41,114,1,1,41,114,6,1,6,1,41,114,114,114,CHARLESTON
580,0,4.046277287,3060,829,1053,1,41,114,1,1,41,114,6,1,6,1,41,114,114,114,CHARLESTON
581,0,2.685800356,2078,595,829,1,41,114,1,1,41,114,6,1,6,1,41,114,114,114,CHARLESTON
582,0,10.91298095,2058,612,705,1,41,114,1,1,38,114,6,1,6,1,41,114,114,98,CHARLESTON
583,0,47.92343541,6444,1747,1710,1,41,114,1,1,38,114,6,1,6,1,41,114,114,98,CHARLESTON
584,0,3.235887242,1993,639,613,1,41,119,1,1,41,119,1,1,1,1,20,110,110,111,CHARLESTON
585,0,2.051222436,1669,634,492,1,41,119,1,1,41,119,1,1,1,1,20,119,119,111,CHARLESTON
586,0,2.11533201,1432,428,588,1,41,119,1,1,41,119,1,1,1,1,20,119,119,111,CHARLESTON
587,0,3.286204121,2117,708,714,1,41,119,1,1,41,119,1,1,1,1,20,119,119,111,CHARLESTON
588,0,0.948869609,1100,539,109,1,42,111,1,1,41,111,6,1,6,1,20,111,111,119,CHARLESTON
589,0,0.70421037,1743,807,58,1,42,111,1,1,41,111,6,1,6,1,20,111,111,119,CHARLESTON
590,0,115.3424131,1103,472,164,6,45,116,1,1,45,116,6,1,6,1,45,116,116,116,CHARLESTON
591,0,157.3415506,1261,387,271,6,45,116,1,1,45,116,6,1,6,1,45,116,116,116,CHARLESTON
592,0,53.42645545,1786,663,414,6,45,116,1,1,45,116,6,1,6,1,45,116,116,116,CHARLESTON
593,0,60.16815594,2385,590,1136,6,45,116,1,1,45,116,6,1,6,1,41,116,116,119,CHARLESTON
594,0,36.21356252,2400,972,275,6,45,116,1,1,45,116,6,1,6,1,45,116,116,116,CHARLESTON
595,0,22.06819278,1821,418,415,6,45,116,1,1,45,116,6,1,6,1,41,116,116,116,CHARLESTON
596,0,73.59530731,2907,719,1015,6,45,116,1,1,45,116,6,1,6,1,41,116,116,116,CHARLESTON
597,0,48.51190074,1891,763,718,1,43,112,1,7,43,112,1,1,1,1,43,112,112,110,CHARLESTON
598,0,55.32638891,2178,783,980,1,43,115,1,1,43,119,1,1,1,1,43,115,115,121,CHARLESTON
599,0,69.35421237,1406,540,376,6,45,116,1,1,41,116,6,1,6,1,45,116,116,119,CHARLESTON
600,0,61.75973086,1442,578,319,6,45,116,1,1,41,116,6,1,6,1,45,116,116,115,CHARLESTON
601,0,26.17125847,1748,69,670,5,14,29,5,5,14,29,5,5,5,4,14,29,29,29,CHEROKEE
602,0,24.60148511,3323,565,497,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
603,0,81.96327219,2366,119,807,5,14,30,5,5,14,29,5,5,5,4,14,30,30,30,CHEROKEE
604,0,34.69078088,1810,133,743,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
605,0,25.95183167,1611,198,472,5,14,30,5,5,14,30,5,5,5,4,14,30,30,30,CHEROKEE
606,0,23.85576286,2166,163,768,5,14,30,5,5,14,30,5,5,5,4,14,30,30,30,CHEROKEE
607,0,57.27007252,2786,267,864,5,14,29,5,5,14,29,5,5,5,4,14,29,29,30,CHEROKEE
608,0,44.02238189,2385,180,906,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
609,0,1.439098527,1501,305,132,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
610,0,2.66489095,1688,582,174,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
611,0,2.65616973,1596,638,109,5,14,29,5,5,14,30,5,5,5,4,14,29,29,29,CHEROKEE
612,0,4.022048642,1999,539,498,5,14,29,5,5,14,30,5,5,5,4,14,29,29,29,CHEROKEE
613,0,2.383872516,2019,295,490,5,14,29,5,5,14,30,5,5,5,4,14,29,29,29,CHEROKEE
614,0,3.287195728,1976,291,611,5,14,29,5,5,14,30,5,5,5,4,14,29,29,29,CHEROKEE
615,0,58.21288352,2047,143,848,5,14,29,5,5,14,29,5,5,5,4,14,29,29,29,CHEROKEE
616,0,45.33262937,3198,374,1427,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
617,0,52.11666714,2154,131,740,5,14,30,5,5,14,30,5,5,5,4,14,30,30,30,CHEROKEE
618,0,3.772698033,1810,241,267,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
619,0,106.2258407,584,38,262,5,14,29,5,5,14,29,5,5,5,4,14,29,29,30,CHEROKEE
620,0,52.24052698,2846,223,933,5,14,29,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
621,0,34.12364828,2116,148,826,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
622,0,35.22540903,2129,328,717,5,14,29,5,5,14,29,5,5,5,4,14,29,29,29,CHEROKEE
623,0,40.45855601,1401,72,608,5,14,30,5,5,14,30,5,5,5,4,14,30,30,30,CHEROKEE
624,0,26.09560987,1587,390,365,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
625,0,2.74328965,1035,414,144,5,14,30,5,5,14,30,5,5,5,4,14,29,29,29,CHEROKEE
626,0,48.25191715,1423,84,665,5,14,29,5,5,14,29,5,5,5,4,14,29,29,29,CHEROKEE
627,0,73.51958415,2451,164,775,5,14,29,5,5,14,29,5,5,5,4,14,29,29,29,CHEROKEE
628,0,96.74383107,928,22,403,5,14,29,5,5,14,29,5,5,5,4,14,29,29,30,CHEROKEE
629,0,19.41936236,1533,117,692,5,14,30,5,5,14,30,5,5,5,4,14,30,30,29,CHEROKEE
630,0,47.10468571,2059,463,322,5,17,43,5,5,17,41,5,5,5,5,17,41,41,41,CHESTER
631,0,104.3402393,988,134,406,5,17,43,5,5,17,43,5,5,5,5,17,43,43,41,CHESTER
632,0,50.12652208,1237,286,373,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
633,0,126.5239505,918,209,306,5,17,43,5,5,17,43,5,5,5,5,17,43,43,41,CHESTER
634,0,25.06124755,2323,788,312,5,17,41,5,5,17,41,5,5,5,5,17,43,43,41,CHESTER
635,0,5.171180031,1439,515,115,5,17,41,5,5,17,43,5,5,5,5,17,41,41,41,CHESTER
636,0,26.68600156,2099,590,486,5,17,41,5,5,17,43,5,5,5,5,17,41,41,41,CHESTER
637,0,8.285220341,1419,483,178,5,17,43,5,5,17,41,5,5,5,5,17,41,41,44,CHESTER
638,0,58.39056936,1654,289,488,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
639,0,43.67231003,1611,228,621,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
640,0,18.19278756,2442,705,399,5,17,41,5,5,17,43,5,5,5,5,17,41,41,44,CHESTER
641,0,67.50358154,2436,430,683,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
642,0,25.10556074,1813,287,316,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
643,0,133.1118273,303,87,80,5,17,41,5,5,17,41,5,5,5,5,17,41,41,41,CHESTER
644,0,144.6658728,1120,186,412,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
645,0,78.99580265,1567,241,569,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
646,0,89.46429863,1533,238,519,5,17,43,5,5,17,43,5,5,5,5,17,43,43,41,CHESTER
647,0,110.0021316,1946,402,579,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
648,0,122.5398468,1972,358,656,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
649,0,77.34372597,643,78,238,5,17,43,5,5,17,43,5,5,5,5,17,43,43,44,CHESTER
650,0,155.8676016,772,227,186,5,17,29,5,5,17,43,5,5,5,5,17,41,41,41,CHESTER
651,0,126.1571303,1082,146,327,7,27,65,5,5,27,53,7,7,7,5,27,65,65,65,CHESTERFIELD
652,0,138.9738032,581,34,247,7,27,53,5,5,27,53,7,7,7,5,27,53,53,65,CHESTERFIELD
653,0,64.75177117,740,98,187,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
654,0,109.5790528,2423,680,466,7,27,54,5,5,27,53,7,7,7,5,29,54,54,54,CHESTERFIELD
655,0,139.7324132,1355,419,338,7,29,54,5,5,27,54,7,7,7,5,29,54,54,54,CHESTERFIELD
656,0,91.7356627,2067,403,321,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
657,0,19.07562383,1940,430,567,7,27,53,5,5,27,53,7,7,7,5,29,54,54,54,CHESTERFIELD
658,0,10.69075331,1610,376,338,7,27,53,5,5,27,53,7,7,7,5,29,54,54,54,CHESTERFIELD
659,0,22.76904528,2658,755,307,7,27,54,5,5,27,53,7,7,7,5,29,54,54,54,CHESTERFIELD
660,0,20.068437,2318,529,424,7,27,53,5,5,27,53,7,7,7,5,29,54,54,54,CHESTERFIELD
661,0,74.4574621,2989,500,919,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
662,0,65.80279141,1565,158,483,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
663,0,79.6704983,1876,326,568,7,27,53,5,5,27,53,7,7,7,5,27,53,53,54,CHESTERFIELD
664,0,121.4475431,3080,494,744,7,27,65,5,5,27,53,7,7,7,5,27,65,65,53,CHESTERFIELD
665,0,252.0130897,2402,397,659,7,27,65,5,5,27,53,7,7,7,5,27,65,65,65,CHESTERFIELD
666,0,69.85007204,1520,78,421,7,27,54,5,5,27,53,7,7,7,5,27,53,53,65,CHESTERFIELD
667,0,61.79920246,564,68,218,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
668,0,73.59751227,1201,66,465,7,27,54,5,5,27,54,7,7,7,5,27,53,53,54,CHESTERFIELD
669,0,73.29170169,3250,540,688,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
670,0,50.13057284,3116,441,605,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
671,0,144.7731607,1073,179,290,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
672,0,93.21821142,466,33,186,7,27,54,5,5,27,54,7,7,7,5,27,53,53,54,CHESTERFIELD
673,0,73.35481223,1599,298,450,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
674,0,56.99784158,849,150,344,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
675,0,52.69098462,949,103,299,7,27,53,5,5,27,53,7,7,7,5,27,53,53,53,CHESTERFIELD
676,0,97.4510986,1177,348,293,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
677,0,52.12187068,766,57,344,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
678,0,23.59997088,207,31,83,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
679,0,79.81976135,638,138,218,6,36,101,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
680,0,119.1377193,689,313,76,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
681,0,147.1145231,2116,620,771,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
682,0,131.3568035,864,244,238,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
683,0,33.99294263,1025,67,393,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
684,0,24.18632689,468,57,205,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
685,0,118.6034321,3309,574,1278,6,36,101,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
686,0,16.42217091,1042,320,169,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
687,0,14.42137,1329,388,279,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
688,0,24.9250265,1802,466,636,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
689,0,29.62870825,2131,964,167,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
690,0,41.23255176,1681,445,315,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
691,0,53.13944229,1615,132,226,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
692,0,49.94059404,360,98,109,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
693,0,37.43115727,306,118,46,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
694,0,68.90684297,1320,436,234,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
695,0,53.60772238,349,145,74,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
696,0,221.3737004,2784,757,972,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
697,0,74.26657072,565,243,49,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
698,0,67.6990232,1385,600,125,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
699,0,51.61940582,1498,215,524,6,36,64,6,6,36,64,6,6,6,6,36,64,64,51,CLARENDON
700,0,169.7554435,1718,612,315,6,36,64,6,6,36,64,6,6,6,6,36,64,64,64,CLARENDON
701,0,192.6002854,734,97,260,6,40,90,1,1,45,90,6,1,6,1,40,122,122,90,COLLETON
702,0,44.96715618,464,90,121,6,40,90,1,1,45,90,6,1,6,1,40,97,97,90,COLLETON
703,0,136.6633287,1245,385,262,6,39,90,1,1,45,90,6,1,6,1,40,97,97,90,COLLETON
704,0,39.60365119,763,185,212,6,39,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
705,0,101.003052,2438,424,733,6,39,116,1,1,45,90,6,1,6,1,41,97,97,121,COLLETON
706,0,121.995801,466,148,92,6,39,90,1,1,45,90,6,1,6,1,40,97,97,90,COLLETON
707,0,134.6789438,1253,240,711,1,43,121,1,1,43,121,1,2,1,1,43,116,116,121,COLLETON
708,0,533.1695623,1105,477,174,6,45,121,1,1,45,121,6,2,1,1,43,121,121,121,COLLETON
709,0,214.6391314,1353,544,287,6,45,90,1,1,45,121,6,2,6,1,45,121,121,90,COLLETON
710,0,37.71672598,1050,178,305,6,39,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
711,0,47.3597855,734,149,276,6,40,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
712,0,200.6324732,457,170,60,6,45,116,1,1,45,121,6,2,6,1,45,121,121,121,COLLETON
713,0,87.84952776,1477,153,537,6,39,97,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
714,0,109.251827,948,313,258,6,45,116,1,1,45,121,6,1,6,1,45,97,97,121,COLLETON
715,0,39.60653955,2134,358,408,6,39,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
716,0,55.60350599,1754,290,335,6,40,90,1,1,45,121,6,1,6,1,45,121,121,90,COLLETON
717,0,90.81165512,365,77,115,6,40,90,1,1,45,90,6,2,6,1,45,122,122,90,COLLETON
718,0,136.1638474,847,181,289,6,40,90,1,1,45,90,6,1,6,1,45,122,122,90,COLLETON
719,0,83.68306675,924,370,145,6,45,121,1,1,45,121,6,2,6,1,45,121,121,121,COLLETON
720,0,86.49891957,1562,277,409,6,39,116,1,1,45,90,6,1,6,1,41,97,97,121,COLLETON
721,0,39.84040053,370,104,99,6,40,90,1,1,45,90,6,1,6,1,40,97,97,90,COLLETON
722,0,58.96509963,901,111,305,6,39,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
723,0,67.03770868,978,146,322,6,40,90,1,1,45,90,6,1,6,1,45,97,97,90,COLLETON
724,0,67.94213037,980,115,380,6,40,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
725,0,29.54532346,1918,519,402,6,45,121,1,1,45,121,6,1,6,1,45,121,121,121,COLLETON
726,0,16.88040712,1996,479,241,6,45,121,1,1,45,90,6,1,6,1,45,121,121,90,COLLETON
727,0,13.99054801,1960,832,155,6,45,121,1,1,45,121,6,1,6,1,45,121,121,121,COLLETON
728,0,10.74859816,2161,438,650,6,40,121,1,1,45,90,6,1,6,1,45,121,121,90,COLLETON
729,0,14.63059409,2136,358,808,6,40,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
730,0,24.29425596,2119,449,319,6,45,116,1,1,45,90,6,1,6,1,45,97,97,121,COLLETON
731,0,52.02714141,404,92,127,6,40,90,1,1,45,90,6,1,6,1,40,97,97,90,COLLETON
732,0,44.79579838,608,58,234,6,40,90,1,1,45,90,6,1,6,1,41,97,97,90,COLLETON
733,0,116.8398584,2372,513,732,7,29,54,5,5,29,54,7,7,7,5,29,53,53,62,DARLINGTON
734,0,43.59056604,843,382,90,7,29,62,5,5,29,54,7,7,7,5,29,62,62,62,DARLINGTON
735,0,37.22583208,926,232,273,7,29,62,5,5,29,65,7,7,7,5,29,65,65,62,DARLINGTON
736,0,70.34498277,1862,226,631,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
737,0,31.85060984,1000,184,361,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
738,0,0.759682786,450,127,99,7,29,62,5,5,29,54,7,7,7,5,29,62,62,62,DARLINGTON
739,0,10.25229206,2238,703,321,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
740,0,18.3918147,3945,883,1228,7,29,62,5,5,29,54,7,7,7,5,29,54,54,62,DARLINGTON
741,0,27.58994144,1854,675,369,7,29,62,5,5,29,54,7,7,7,5,29,62,62,62,DARLINGTON
742,0,13.09575818,2187,1066,129,7,29,62,5,5,29,54,7,7,7,5,29,62,62,62,DARLINGTON
743,0,14.41459706,2768,536,621,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
744,0,110.8886518,1999,707,412,7,29,62,5,5,29,54,7,7,7,5,29,53,53,62,DARLINGTON
745,0,3.818522824,1966,320,644,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
746,0,18.95040549,1468,413,166,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
747,0,8.267063574,3295,744,967,7,29,65,5,5,29,65,7,7,7,5,29,65,65,62,DARLINGTON
748,0,3.843718362,1751,999,22,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
749,0,9.56186394,2061,330,341,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
750,0,23.55363762,3642,477,1544,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
751,0,26.00843591,2283,527,670,7,29,65,5,5,29,65,7,7,7,5,29,65,65,62,DARLINGTON
752,0,74.89146663,4043,943,893,7,31,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
753,0,22.39578543,1178,148,306,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
754,0,26.70245239,2363,324,1125,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
