PSN,unshared,area,pop,voteA,voteB,Cong2011,Sen2011,House2011,CongLWV,CongRuoff,SenLWV,HouseLWV,CongDraft,CongDrft2H,CongDrft3H,CongDrft2S,SenDraft,HouseDraft,HouseDrft2,HouseNAACP,county
1512,0,2.566075231,2905,777,482,2,20,69,2,2,18,87,2,2,2,2,26,85,85,69,LEXINGTON
1513,0,48.93931237,3790,423,1628,2,25,87,2,2,18,40,2,2,2,2,25,39,39,39,LEXINGTON
1514,0,6.173870888,3746,631,777,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1515,0,3.875392906,3241,899,786,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1516,0,4.77400214,2646,462,817,2,23,88,2,2,23,69,2,2,2,2,23,88,88,88,LEXINGTON
1517,0,25.3177264,3078,368,1411,2,18,87,2,2,18,40,2,2,2,2,10,87,87,87,LEXINGTON
1518,0,19.35706359,5407,829,2090,2,18,87,2,2,18,40,2,2,2,2,10,87,87,87,LEXINGTON
1519,0,3.965863887,2916,445,366,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1520,0,47.74771719,3412,598,980,2,23,39,2,2,10,39,2,2,2,2,25,39,39,39,LEXINGTON
1521,0,5.378380805,4224,817,1541,2,18,69,2,2,23,69,2,2,2,2,10,69,69,69,LEXINGTON
1522,0,9.207695271,2995,613,851,2,25,87,2,2,23,69,2,2,2,2,23,87,87,87,LEXINGTON
1523,0,7.830740284,4896,763,1797,2,18,69,2,2,23,69,2,2,2,2,10,69,69,69,LEXINGTON
1524,0,9.520105884,5186,892,1500,2,23,88,2,2,23,69,2,2,2,2,23,88,88,69,LEXINGTON
1525,0,5.076727373,3141,790,963,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1526,0,57.32006176,1323,120,453,2,26,96,2,2,40,86,2,2,2,2,40,86,86,96,LEXINGTON
1527,0,13.0560678,1904,317,806,2,18,69,2,2,18,87,2,2,2,2,10,69,69,69,LEXINGTON
1528,0,75.52722983,2387,181,735,2,23,39,2,2,10,39,2,2,2,2,23,86,86,39,LEXINGTON
1529,0,6.839907009,3132,520,1452,2,18,87,2,2,18,69,2,2,2,2,10,87,87,87,LEXINGTON
1530,0,3.000018966,2040,375,600,2,26,69,2,2,23,87,2,2,2,2,26,89,89,89,LEXINGTON
1531,0,2.984746098,2684,738,921,2,20,85,2,2,18,87,2,2,2,2,18,85,85,85,LEXINGTON
1532,0,8.063941411,4509,767,1432,2,23,69,2,2,23,87,2,2,2,2,23,69,69,69,LEXINGTON
1533,0,9.043358219,3267,512,799,2,23,88,2,2,23,89,2,2,2,2,23,88,88,88,LEXINGTON
1534,0,21.11579739,4121,613,1843,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1535,0,4.691122626,3091,515,1128,2,18,87,2,2,23,69,2,2,2,2,10,87,87,87,LEXINGTON
1536,0,4.00364246,1852,307,749,2,18,87,2,2,23,69,2,2,2,2,10,87,87,87,LEXINGTON
1537,0,49.8350585,2527,152,739,2,23,96,2,2,25,88,2,2,2,2,40,96,96,96,LEXINGTON
1538,0,84.65712182,2508,229,807,2,26,96,2,2,25,86,2,2,2,2,40,96,96,96,LEXINGTON
1539,0,5.521652126,4006,660,1488,2,18,69,2,2,23,87,2,2,2,2,10,69,69,69,LEXINGTON
1540,0,14.59537159,1876,291,662,2,26,88,2,2,40,93,2,2,2,2,26,88,88,88,LEXINGTON
1541,0,14.37628695,3753,609,952,2,26,88,2,2,40,93,2,2,2,2,26,88,88,88,LEXINGTON
1542,0,5.681112707,2909,440,976,2,26,69,2,2,23,89,2,2,2,2,26,69,69,89,LEXINGTON
1543,0,9.021650598,2044,264,698,2,23,96,2,2,23,88,2,2,2,2,23,96,96,96,LEXINGTON
1544,0,5.873741151,5471,1186,1083,2,23,96,2,2,23,88,2,2,2,2,23,96,96,96,LEXINGTON
1545,0,85.15386473,3645,262,1149,2,23,39,2,2,25,39,2,2,2,2,23,39,39,39,LEXINGTON
1546,0,19.82256131,3212,521,1712,2,18,87,2,2,18,87,2,2,2,2,10,87,87,69,LEXINGTON
1547,0,5.887316246,3015,616,968,2,26,89,2,2,20,87,2,2,2,2,26,89,89,89,LEXINGTON
1548,0,4.081715099,2730,750,875,2,20,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1549,0,24.29084868,6015,938,1830,2,23,87,2,2,23,88,2,2,2,2,23,96,96,87,LEXINGTON
1550,0,14.23952752,3973,373,1034,2,23,88,2,2,23,88,2,2,2,2,23,88,88,88,LEXINGTON
1551,0,10.21552025,2756,463,856,2,23,88,2,2,23,88,2,2,2,2,23,88,88,88,LEXINGTON
1552,0,112.3633142,2856,313,1509,2,25,39,2,2,10,40,2,2,2,2,10,39,39,39,LEXINGTON
1553,0,16.3761472,4281,797,1667,2,18,69,2,2,23,87,2,2,2,2,18,69,69,69,LEXINGTON
1554,0,35.72091703,6417,909,2086,2,25,87,2,2,25,39,2,2,2,2,25,87,87,87,LEXINGTON
1555,0,3.930171179,3061,657,654,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1556,0,27.70752074,3638,390,648,2,23,96,2,2,40,88,2,2,2,2,23,96,96,96,LEXINGTON
1557,0,57.37116708,1437,256,467,2,26,93,2,2,40,93,2,2,2,2,26,93,93,93,LEXINGTON
1558,0,3.633292901,2488,720,523,2,20,85,2,2,18,87,2,2,2,2,18,85,85,85,LEXINGTON
1559,0,35.1730926,3806,359,827,2,23,96,2,2,40,88,2,2,2,2,23,96,96,96,LEXINGTON
1560,0,5.914517707,2813,497,1121,2,23,89,2,2,23,89,2,2,2,2,23,89,89,89,LEXINGTON
1561,0,9.956810929,1069,185,283,2,23,89,2,2,23,89,2,2,2,2,23,89,89,88,LEXINGTON
1562,0,4.755695844,3939,742,1381,2,23,88,2,2,23,89,2,2,2,2,23,88,88,88,LEXINGTON
1563,0,30.54434234,2685,592,1365,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1564,0,24.06208172,2284,252,770,2,25,39,2,2,25,39,2,2,2,2,25,39,39,39,LEXINGTON
1565,0,35.7354064,1997,402,479,2,26,93,2,2,40,86,2,2,2,2,26,93,93,93,LEXINGTON
1566,0,61.30728762,2666,378,630,2,26,96,2,2,40,86,2,2,2,2,26,96,96,96,LEXINGTON
1567,0,1.533120289,1929,378,305,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1568,0,1.42105202,1650,342,67,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1569,0,1.035839058,1034,244,324,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1570,0,4.095376943,2838,520,593,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1571,0,3.577940621,2086,481,836,2,26,89,2,2,20,89,2,2,2,2,26,89,89,89,LEXINGTON
1572,0,8.665101697,4115,608,1235,2,23,88,2,2,23,89,2,2,2,2,23,88,88,88,LEXINGTON
1573,0,6.350507229,2750,845,921,2,20,85,2,2,18,87,2,2,2,2,26,85,85,85,LEXINGTON
1574,0,3.657101689,2530,598,355,2,20,69,2,2,18,87,2,2,2,2,26,69,69,69,LEXINGTON
1575,0,102.0829293,413,216,73,3,10,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1576,0,86.63625376,724,189,199,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1577,0,173.8685684,2551,577,287,3,10,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1578,0,55.53580209,1234,477,186,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1579,0,28.05029196,308,25,198,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1580,0,13.80540674,502,147,345,3,10,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1581,0,144.5921499,265,156,32,3,10,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1582,0,72.5896224,284,31,129,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1583,0,148.8418509,1037,360,249,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1584,0,77.18207055,1946,467,1176,3,25,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1585,0,116.2490431,262,95,59,3,10,12,3,3,10,12,3,3,3,2,25,12,12,12,MCCORMICK
1586,0,309.2063218,1997,684,344,7,30,57,7,7,30,57,7,7,7,5,30,57,57,60,MARION
1587,0,153.2806799,1731,674,275,7,30,57,7,7,30,57,7,7,7,5,30,57,57,60,MARION
1588,0,82.03318595,341,171,68,7,30,57,7,7,30,57,7,7,7,5,30,57,57,60,MARION
1589,0,2.632579602,1743,666,221,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1590,0,2.986155843,1851,487,498,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1591,0,41.35304105,2146,531,490,7,30,57,7,7,30,57,7,7,7,5,30,57,57,55,MARION
1592,0,31.34170887,4040,1396,453,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1593,0,247.2083755,1634,394,464,7,30,61,7,7,30,57,7,7,7,5,30,57,57,60,MARION
1594,0,39.51940668,2858,843,474,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1595,0,32.97166741,2281,705,269,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1596,0,46.53110896,854,170,289,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1597,0,58.69071207,1026,367,177,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1598,0,50.91083299,1835,325,663,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1599,0,62.36906613,2185,723,434,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1600,0,33.72691972,284,132,41,7,30,61,7,7,30,57,7,7,7,5,30,57,57,55,MARION
1601,0,49.46325093,1669,487,225,7,30,57,7,7,30,57,7,7,7,5,30,57,57,55,MARION
1602,0,35.66039349,708,251,159,7,30,57,7,7,30,57,7,7,7,5,30,57,57,57,MARION
1603,0,73.39304143,556,129,182,7,29,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1604,0,87.39859654,399,102,106,7,29,55,7,7,30,55,7,7,7,5,29,54,54,55,MARLBORO
1605,0,70.82525803,1095,267,242,7,29,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1606,0,166.3709166,453,74,145,7,29,55,7,7,30,55,7,7,7,5,29,54,54,55,MARLBORO
1607,0,162.6915642,1913,691,318,7,30,55,7,7,30,55,7,7,7,5,29,54,54,55,MARLBORO
1608,0,26.76394143,2465,779,324,7,29,54,7,7,30,54,7,7,7,5,29,54,54,54,MARLBORO
1609,0,61.79825877,3325,462,911,7,29,55,5,5,30,55,7,7,7,5,29,54,54,54,MARLBORO
1610,0,48.29044519,5040,1147,788,7,29,54,7,7,30,54,7,7,7,5,29,54,54,54,MARLBORO
1611,0,136.6562713,2587,389,260,7,29,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1612,0,152.4250843,1983,412,467,7,29,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1613,0,2.187532982,1377,545,60,7,29,54,7,7,30,54,7,7,7,5,29,54,54,54,MARLBORO
1614,0,43.67717416,521,146,143,7,30,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1615,0,86.17708942,2960,978,350,7,29,54,7,7,30,54,7,7,7,5,29,54,54,54,MARLBORO
1616,0,138.7011299,1993,365,452,7,29,54,5,5,30,54,7,7,7,5,29,54,54,54,MARLBORO
1617,0,67.20406975,1333,163,298,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1618,0,116.1147977,441,69,187,3,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1619,0,162.1841738,889,188,355,3,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1620,0,184.3197663,1504,275,611,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1621,0,60.89725555,2076,304,1173,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1622,0,94.77654628,1831,337,447,3,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1623,0,12.69527436,1121,486,122,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1624,0,33.37899216,934,144,257,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1625,0,106.7142077,679,97,283,3,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1626,0,66.07892312,2009,290,825,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1627,0,71.39190062,78,38,18,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1628,0,59.07681443,2131,473,390,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1629,0,1.222650809,724,157,137,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1630,0,3.174980668,2330,286,463,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1631,0,2.408249681,1519,318,274,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1632,0,1.772975604,857,292,53,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1633,0,1.538080435,1297,338,45,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1634,0,5.070941451,1998,413,424,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1635,0,55.22400382,1792,265,946,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1636,0,1.626075129,1661,338,102,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1637,0,11.13776292,157,32,79,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1638,0,57.4707663,817,134,352,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1639,0,65.563479,2731,576,785,5,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1640,0,112.2589131,1027,201,377,3,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1641,0,62.43012109,1504,289,540,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1642,0,48.48685203,1083,110,547,3,18,40,3,3,17,40,3,3,3,2,18,40,40,40,NEWBERRY
1643,0,19.25968406,649,67,335,5,18,40,3,3,17,42,3,3,3,2,18,40,40,40,NEWBERRY
1644,0,192.9852488,2547,386,801,5,18,40,3,3,17,14,3,3,3,2,18,40,40,40,NEWBERRY
1645,0,17.76853625,2717,358,1025,3,1,2,3,3,1,2,3,3,3,3,1,2,2,1,OCONEE
1646,0,43.18658998,1433,98,570,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1647,0,39.32910315,1314,145,696,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1648,0,52.58839566,3195,366,1092,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1649,0,48.41968408,652,18,259,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1650,0,43.86788153,2771,343,1371,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1651,0,160.3284229,628,118,201,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1652,0,83.75020214,923,57,427,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1653,0,169.2313836,1326,178,606,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1654,0,52.74063079,2801,464,1733,3,1,2,3,3,1,1,3,3,3,3,1,2,2,1,OCONEE
1655,0,6.675194113,421,46,134,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1656,0,39.04404223,2043,169,883,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1657,0,18.71758459,3842,742,1205,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1658,0,22.17161231,1177,104,519,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1659,0,28.27884325,1620,187,673,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1660,0,209.5410807,2988,286,1373,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1661,0,13.59861378,4318,999,1131,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1662,0,16.69557109,3068,588,992,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1663,0,18.02400646,2076,300,737,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1664,0,10.16543029,4356,904,980,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1665,0,31.98175244,2567,395,561,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1666,0,48.83504347,2247,255,966,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1667,0,22.72353935,2750,763,1603,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1668,0,105.1585029,1764,161,892,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1669,0,41.56096231,1865,188,773,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1670,0,3.616023583,1349,204,236,3,1,2,3,3,1,2,3,3,3,3,1,2,2,2,OCONEE
1671,0,76.80543227,5967,653,2121,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1672,0,101.1545688,5316,439,1477,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1673,0,35.89231138,3010,347,1215,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1674,0,101.212827,4767,453,1793,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1675,0,82.66026423,3336,228,1146,3,1,1,3,3,1,1,3,3,3,3,1,1,1,1,OCONEE
1676,0,107.2704429,895,339,129,6,39,66,6,6,39,66,6,6,6,6,39,95,95,95,ORANGEBURG
1677,0,37.33272827,1973,427,453,2,40,95,6,6,40,66,2,6,6,6,40,90,90,95,ORANGEBURG
1678,0,98.01372225,1720,704,265,6,39,66,6,6,39,66,6,6,6,6,39,95,95,66,ORANGEBURG
1679,0,159.2212138,1038,336,254,6,39,66,6,6,39,66,6,6,6,6,39,95,95,66,ORANGEBURG
1680,0,127.8147195,1425,329,401,6,39,66,6,6,39,66,6,6,6,6,39,95,95,95,ORANGEBURG
1681,0,62.6499072,680,142,220,6,39,66,6,6,39,66,6,6,6,6,39,95,95,95,ORANGEBURG
1682,0,13.68763608,1673,1013,35,6,40,95,6,6,39,95,6,6,6,6,39,93,93,95,ORANGEBURG
1683,0,110.0187302,904,191,286,2,39,95,6,6,40,66,2,6,6,6,40,90,90,95,ORANGEBURG
1684,0,45.38888762,2071,524,515,2,39,95,6,6,40,66,2,6,6,6,40,90,90,95,ORANGEBURG
1685,0,24.13910162,2622,634,366,2,39,66,6,6,39,66,2,6,6,6,40,90,90,95,ORANGEBURG
1686,0,109.4514509,1541,207,552,2,39,95,6,6,39,66,2,6,6,6,40,90,90,95,ORANGEBURG
1687,0,34.00062352,1310,366,301,6,39,66,6,6,39,66,6,6,6,6,36,93,95,66,ORANGEBURG
1688,0,59.71034681,950,380,119,6,39,66,6,6,39,66,6,6,6,6,36,95,95,66,ORANGEBURG
1689,0,77.59541077,1861,497,556,6,39,66,6,6,39,102,6,6,6,6,36,95,95,66,ORANGEBURG
1690,0,80.37954568,2519,1067,245,6,39,66,6,6,39,102,6,6,6,6,36,95,95,66,ORANGEBURG
1691,0,76.65538805,753,132,279,6,39,93,6,6,39,66,6,6,6,6,39,95,95,95,ORANGEBURG
1692,0,105.1585249,2662,853,522,6,39,66,6,6,39,66,6,6,6,6,39,95,95,66,ORANGEBURG
1693,0,115.9777331,2468,1117,203,6,39,66,6,6,39,102,6,6,6,6,39,95,95,66,ORANGEBURG
1694,0,77.7559846,2405,1004,344,6,40,93,6,6,39,66,6,6,6,6,40,93,93,93,ORANGEBURG
1695,0,36.46327979,2616,866,329,6,40,93,6,6,40,95,2,6,6,6,40,91,91,91,ORANGEBURG
1696,0,76.05322421,2430,923,342,6,40,93,6,6,40,95,2,6,6,6,40,91,93,93,ORANGEBURG
1697,0,99.1508054,1757,263,503,2,40,91,6,6,40,95,2,6,6,6,40,91,90,91,ORANGEBURG
1698,0,4.338993607,1579,730,5,6,40,95,6,6,39,95,6,6,6,6,39,93,93,93,ORANGEBURG
1699,0,111.3727083,1789,522,397,2,40,93,6,6,40,95,2,6,6,6,40,91,91,93,ORANGEBURG
1700,0,124.3732952,1769,419,482,2,40,93,6,6,40,95,2,6,6,6,40,91,91,93,ORANGEBURG
1701,0,146.5873038,1671,578,353,2,40,91,6,6,40,66,2,6,6,6,40,90,90,91,ORANGEBURG
1702,0,1.656149972,1035,295,141,6,40,95,6,6,40,95,6,6,6,6,40,90,90,95,ORANGEBURG
1703,0,1.997323726,1018,442,191,6,40,95,6,6,40,95,6,6,6,6,40,91,90,95,ORANGEBURG
1704,0,2.073763405,988,300,20,6,40,66,6,6,39,95,6,6,6,6,39,90,90,95,ORANGEBURG
1705,0,2.299709861,2075,548,30,6,39,66,6,6,39,95,6,6,6,6,39,90,90,95,ORANGEBURG
1706,0,1.804815602,2768,325,8,6,39,95,6,6,39,95,6,6,6,6,39,93,95,95,ORANGEBURG
1707,0,1.04811455,1022,303,20,6,40,95,6,6,39,95,6,6,6,6,40,93,90,95,ORANGEBURG
1708,0,1.167699901,1095,363,87,6,40,95,6,6,39,95,6,6,6,6,40,90,90,95,ORANGEBURG
1709,0,2.432260458,958,401,217,6,40,95,6,6,40,95,6,6,6,6,40,91,90,95,ORANGEBURG
1710,0,1.301053193,1022,298,178,6,40,95,6,6,40,95,6,6,6,6,40,91,90,95,ORANGEBURG
1711,0,1.320298903,805,302,82,6,40,95,6,6,39,95,6,6,6,6,40,93,90,95,ORANGEBURG
1712,0,75.34593787,1650,452,306,6,40,91,6,6,40,95,2,6,6,6,40,91,91,91,ORANGEBURG
1713,0,119.5247024,1372,594,199,6,39,66,6,6,39,66,6,6,6,6,36,95,95,66,ORANGEBURG
1714,0,110.9911091,758,227,171,6,39,66,6,6,39,66,6,6,6,6,39,95,90,95,ORANGEBURG
1715,0,54.31847283,1844,496,638,6,39,66,6,6,39,66,6,6,6,6,36,93,95,66,ORANGEBURG
1716,0,40.95294305,1507,795,57,6,39,66,6,6,39,66,6,6,6,6,36,95,95,66,ORANGEBURG
1717,0,167.7893797,1601,511,388,2,40,91,6,6,40,95,2,6,6,6,40,91,91,91,ORANGEBURG
1718,0,1.399984909,1296,327,16,6,40,95,6,6,39,95,6,6,6,6,39,93,93,93,ORANGEBURG
1719,0,3.067024378,748,414,5,6,39,93,6,6,39,66,6,6,6,6,39,95,93,95,ORANGEBURG
1720,0,27.49180951,2035,844,84,6,39,66,6,6,39,66,6,6,6,6,39,95,95,95,ORANGEBURG
1721,0,25.11893795,769,189,99,6,39,66,6,6,39,66,6,6,6,6,39,90,90,95,ORANGEBURG
1722,0,16.21533015,1805,653,152,6,39,95,6,6,39,66,6,6,6,6,40,90,90,95,ORANGEBURG
1723,0,29.23680865,1308,333,213,6,40,95,6,6,40,95,6,6,6,6,40,90,90,95,ORANGEBURG
1724,0,11.35391719,2517,811,657,6,40,95,6,6,40,95,2,6,6,6,40,91,91,95,ORANGEBURG
1725,0,4.483393366,1169,411,243,6,40,95,6,6,40,95,6,6,6,6,40,91,93,95,ORANGEBURG
1726,0,6.250492146,2460,898,160,6,40,95,6,6,39,95,6,6,6,6,40,93,93,93,ORANGEBURG
1727,0,67.82133019,1904,852,297,6,39,66,6,6,39,66,6,6,6,6,36,95,95,66,ORANGEBURG
1728,0,22.18202257,1613,709,83,6,39,93,6,6,39,66,6,6,6,6,39,95,93,95,ORANGEBURG
1729,0,2.540687796,2291,377,235,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1730,0,64.89808043,1940,133,907,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1731,0,9.416077091,1893,160,606,3,2,4,3,3,2,5,3,3,3,3,2,4,4,4,PICKENS
1732,0,7.816459163,2398,341,952,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1733,0,4.319224915,3546,440,276,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1734,0,17.52664822,1798,141,855,3,2,5,3,3,2,5,3,3,3,3,2,4,4,4,PICKENS
1735,0,8.050176022,2784,685,829,3,2,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1736,0,11.1743587,1896,133,841,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1737,0,3.276433038,1883,223,918,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1738,0,26.58427231,2156,148,913,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1739,0,14.99425975,2398,196,919,3,2,10,3,3,2,10,3,3,3,3,2,5,5,5,PICKENS
1740,0,29.13508543,1689,118,702,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1741,0,4.306203912,2225,289,625,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1742,0,11.99512172,1915,155,651,3,2,4,3,3,2,5,3,3,3,3,2,4,4,4,PICKENS
1743,0,9.686675949,2028,116,835,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1744,0,34.42394383,2186,166,786,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1745,0,3.514460369,1616,215,589,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1746,0,6.04343649,1600,150,498,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1747,0,14.42636814,1627,197,640,3,2,5,3,3,2,10,3,3,3,3,2,5,5,4,PICKENS
1748,0,28.71704207,2090,128,841,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1749,0,48.97084114,2208,161,1057,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1750,0,252.9850399,1971,247,985,3,2,4,3,3,2,4,3,3,3,3,2,1,1,4,PICKENS
1751,0,1.750562219,1625,316,281,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1752,0,44.96995647,1668,262,727,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1753,0,11.53798254,1566,246,643,3,2,5,3,3,2,10,3,3,3,3,2,5,5,5,PICKENS
1754,0,1.806662287,1770,202,633,3,2,5,3,3,2,5,3,3,3,3,2,10,10,5,PICKENS
1755,0,4.60424666,2076,243,646,3,2,5,3,3,2,5,3,3,3,3,2,5,5,5,PICKENS
1756,0,3.715770242,5468,443,450,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,PICKENS
1757,0,89.60875962,2161,291,1106,3,2,3,3,3,2,4,3,3,3,3,2,1,1,3,PICKENS
1758,0,55.01660906,1909,129,882,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
1759,0,20.44787748,1851,157,750,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,PICKENS
1760,0,22.30996497,1938,274,583,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,PICKENS
1761,0,13.13323266,1871,163,630,3,2,4,3,3,2,4,3,3,3,3,2,4,4,4,PICKENS
