OID_,ID,VTD,COUNTY,STATE,NAME,POPULATION,PSN,CountyName,Reg_Voters,PresBlue,PresRed,PresOther,SenBlue,SenRed,SenOther,Pct_Area,Pct_Perim,Cong2011,Sen2011,House2011,Cong2021,Sen2021,House2021,Shape_Leng,Shape_Area,SenPlan,HousePlan,HouseDrft2,CongDraft,CongRuoff,CongDrft2H,CongDrft3H
311,2057626.000000000000000,45027000017,45027,45,Paxville,1320,694.000000000000000,CLARENDON,1013.000000000000000,418.000000000000000,247.000000000000000,14.000000000000000,436.000000000000000,234.000000000000000,12.000000000000000,68.906842973600007,41.853996630600001,6,36,64,6,36,64,0.418618132691000,0.006703076102950,36,64,64,6,6,6,6
312,2057648.000000000000000,45027000009,45027,45,Home Branch,468,684.000000000000000,CLARENDON,362.000000000000000,57.000000000000000,211.000000000000000,1.000000000000000,57.000000000000000,205.000000000000000,7.000000000000000,24.186326885100002,28.812773739200001,6,36,64,6,36,64,0.290320139604000,0.002353792843070,36,64,64,6,6,6,6
313,2057668.000000000000000,45027000014,45027,45,Manning No. 4,2131,689.000000000000000,CLARENDON,1720.000000000000000,952.000000000000000,172.000000000000000,9.000000000000000,964.000000000000000,167.000000000000000,3.000000000000000,29.628708245500000,26.494037563199999,6,36,64,6,36,64,0.267639347015000,0.002880888207270,36,64,64,6,6,6,6
314,2057688.000000000000000,45027000015,45027,45,Manning No. 5,1681,690.000000000000000,CLARENDON,1143.000000000000000,433.000000000000000,332.000000000000000,7.000000000000000,445.000000000000000,315.000000000000000,12.000000000000000,41.232551758500001,29.287176198000001,6,36,64,6,36,64,0.294188479044000,0.004011204916170,36,64,64,6,6,6,6
315,2057708.000000000000000,45085000152,45085,45,ST. PAUL,3117,2103.000000000000000,SUMTER,2105.000000000000000,800.000000000000000,469.000000000000000,17.000000000000000,816.000000000000000,453.000000000000000,18.000000000000000,15.507018496400001,27.710746519699999,5,35,70,6,36,67,0.272701991179000,0.001512089005370,36,67,67,5,6,6,5
316,2057730.000000000000000,45085000139,45085,45,MCCRAYS MILL 2,2353,2081.000000000000000,SUMTER,2007.000000000000000,631.000000000000000,771.000000000000000,18.000000000000000,644.000000000000000,751.000000000000000,28.000000000000000,5.548009184090000,11.145078100799999,5,36,67,6,36,67,0.114022936927000,0.000540687969700,36,67,67,5,6,6,5
317,2057749.000000000000000,45085000111,45085,45,MCCRAYS MILL 1,2366,2080.000000000000000,SUMTER,1686.000000000000000,560.000000000000000,596.000000000000000,8.000000000000000,559.000000000000000,582.000000000000000,22.000000000000000,6.854575302550000,15.485931359800000,5,35,67,6,36,67,0.160937817160000,0.000668117567143,36,67,67,5,6,6,5
318,2057771.000000000000000,45085000138,45085,45,CAUSEWAY BRANCH 1,1767,2058.000000000000000,SUMTER,1523.000000000000000,470.000000000000000,605.000000000000000,9.000000000000000,477.000000000000000,594.000000000000000,13.000000000000000,6.685291766660000,13.510835917100000,5,35,67,6,36,67,0.135176411191000,0.000651778672092,36,67,67,5,6,6,5
319,2057790.000000000000000,45085000150,45085,45,FURMAN,2392,2068.000000000000000,SUMTER,1653.000000000000000,293.000000000000000,750.000000000000000,5.000000000000000,297.000000000000000,727.000000000000000,29.000000000000000,29.604610925900001,26.462328938199999,5,36,67,6,36,70,0.261046331372000,0.002883047793760,36,67,67,5,6,6,5
320,453802.000000000000000,45035000028,45035,45,Grover,1184,827.000000000000000,DORCHESTER,927.000000000000000,295.000000000000000,343.000000000000000,4.000000000000000,303.000000000000000,320.000000000000000,17.000000000000000,94.103224418799996,53.585996314500001,6,39,97,1,39,90,0.522251385452000,0.009090042859700,39,95,95,6,1,6,6
321,453821.000000000000000,45035000027,45035,45,St. George No. 1,1711,854.000000000000000,DORCHESTER,1305.000000000000000,426.000000000000000,427.000000000000000,8.000000000000000,444.000000000000000,397.000000000000000,21.000000000000000,65.787046655599994,39.586631691100003,6,39,97,1,39,90,0.389938187560000,0.006357534545300,39,95,95,6,1,6,6
322,453840.000000000000000,45035000026,45035,45,St. George No. 2,1053,855.000000000000000,DORCHESTER,874.000000000000000,230.000000000000000,295.000000000000000,6.000000000000000,234.000000000000000,294.000000000000000,4.000000000000000,4.524618364550000,12.155867200199999,6,39,97,1,39,90,0.126091872514000,0.000437481570272,39,95,95,6,1,6,6
323,453856.000000000000000,45035000095,45035,45,Indian Field 2,1186,830.000000000000000,DORCHESTER,964.000000000000000,363.000000000000000,284.000000000000000,9.000000000000000,372.000000000000000,276.000000000000000,13.000000000000000,48.281920954400000,31.934115571400000,6,39,97,1,39,90,0.318840483792000,0.004669085380210,39,95,95,6,1,6,6
324,453875.000000000000000,45035000025,45035,45,Rosinville,1717,849.000000000000000,DORCHESTER,1435.000000000000000,469.000000000000000,524.000000000000000,5.000000000000000,480.000000000000000,499.000000000000000,16.000000000000000,123.810569349999994,56.653576402299997,6,39,102,1,39,102,0.557494960611000,0.011980766261100,39,95,95,6,1,6,6
325,453897.000000000000000,45075000120,45075,45,Bethel,895,1676.000000000000000,ORANGEBURG,721.000000000000000,332.000000000000000,134.000000000000000,4.000000000000000,339.000000000000000,129.000000000000000,4.000000000000000,107.270442876999994,60.131706734500000,6,39,66,6,39,66,0.609033618869000,0.010399032884100,39,95,95,6,6,6,6
326,453918.000000000000000,45075000121,45075,45,Bowman 1,1720,1678.000000000000000,ORANGEBURG,1481.000000000000000,693.000000000000000,277.000000000000000,9.000000000000000,704.000000000000000,265.000000000000000,9.000000000000000,98.013722254699999,52.063966499400003,6,39,66,6,39,66,0.530757894606000,0.009495890387680,39,95,95,6,6,6,6
327,453937.000000000000000,45075000122,45075,45,Bowman 2,1038,1679.000000000000000,ORANGEBURG,830.000000000000000,329.000000000000000,253.000000000000000,5.000000000000000,336.000000000000000,254.000000000000000,2.000000000000000,159.221213774999995,58.930249672899997,6,39,66,6,39,66,0.598154061557000,0.015415792609900,39,95,95,6,6,6,6
328,453960.000000000000000,45075000132,45075,45,Four Holes,753,1691.000000000000000,ORANGEBURG,583.000000000000000,124.000000000000000,290.000000000000000,5.000000000000000,132.000000000000000,279.000000000000000,11.000000000000000,76.655388046900001,40.169307187100003,6,39,93,6,39,66,0.405808217162000,0.007437318401730,39,95,95,6,6,6,6
329,453984.000000000000000,45017000009,45017,45,Midway,416,415.000000000000000,CALHOUN,322.000000000000000,60.000000000000000,196.000000000000000,0.000000000000000,60.000000000000000,196.000000000000000,1.000000000000000,48.910771916900003,35.096103979299997,6,39,93,6,39,66,0.345583451602000,0.004746470808680,36,93,93,6,6,6,6
330,454003.000000000000000,45075000143,45075,45,Providence,1372,1713.000000000000000,ORANGEBURG,1141.000000000000000,587.000000000000000,203.000000000000000,6.000000000000000,594.000000000000000,199.000000000000000,3.000000000000000,119.524702392999998,50.456390507199998,6,39,66,6,39,66,0.501973003184000,0.011585462183600,36,95,95,6,6,6,6
331,454024.000000000000000,45075000129,45075,45,Elloree 2,950,1688.000000000000000,ORANGEBURG,729.000000000000000,378.000000000000000,125.000000000000000,2.000000000000000,380.000000000000000,119.000000000000000,4.000000000000000,59.710346812300003,42.118687129500003,6,39,66,6,39,66,0.427138134066000,0.005792806319230,36,95,95,6,6,6,6
332,454043.000000000000000,45075000154,45075,45,Elloree 1,1310,1687.000000000000000,ORANGEBURG,1016.000000000000000,361.000000000000000,312.000000000000000,3.000000000000000,366.000000000000000,301.000000000000000,11.000000000000000,34.000623516300003,30.964092724800000,6,39,66,6,39,66,0.314416474932000,0.003300395884860,36,93,95,6,6,6,6
333,454061.000000000000000,45075000146,45075,45,Santee 2,1507,1716.000000000000000,ORANGEBURG,1279.000000000000000,785.000000000000000,62.000000000000000,10.000000000000000,795.000000000000000,57.000000000000000,4.000000000000000,40.952943052099997,26.775253810399999,6,39,66,6,39,66,0.267365875769000,0.003971540552210,36,95,95,6,6,6,6
334,454079.000000000000000,45075000145,45075,45,Santee 1,1844,1715.000000000000000,ORANGEBURG,1636.000000000000000,489.000000000000000,649.000000000000000,7.000000000000000,496.000000000000000,638.000000000000000,10.000000000000000,54.318472834300003,44.836663001900000,6,39,66,6,39,66,0.444435221564000,0.005270839142080,36,93,95,6,6,6,6
335,454099.000000000000000,45035000033,45035,45,Rosses,1375,850.000000000000000,DORCHESTER,1063.000000000000000,277.000000000000000,483.000000000000000,8.000000000000000,290.000000000000000,456.000000000000000,20.000000000000000,131.967793836999988,63.544982120500002,6,39,97,1,39,90,0.627507686792000,0.012748239429000,39,95,95,6,1,6,6
336,454122.000000000000000,45035000034,45035,45,Ridgeville,1268,847.000000000000000,DORCHESTER,935.000000000000000,251.000000000000000,357.000000000000000,10.000000000000000,253.000000000000000,346.000000000000000,17.000000000000000,49.046910533800002,38.084591219300002,6,39,97,1,39,90,0.374356839015000,0.004737213808470,41,95,102,1,1,6,6
337,454143.000000000000000,45035000030,45035,45,Harleyville,1016,828.000000000000000,DORCHESTER,741.000000000000000,168.000000000000000,304.000000000000000,2.000000000000000,175.000000000000000,287.000000000000000,12.000000000000000,50.119875579300000,33.183851358900000,6,39,102,1,39,90,0.331568172733000,0.004845537742080,39,95,102,6,1,6,6
338,454161.000000000000000,45035000031,45035,45,Four Hole,1452,821.000000000000000,DORCHESTER,1149.000000000000000,347.000000000000000,455.000000000000000,10.000000000000000,353.000000000000000,444.000000000000000,15.000000000000000,110.033267249999994,46.364337633200002,6,39,102,1,39,102,0.459851730418000,0.010640967528900,39,95,102,6,1,6,6
339,454182.000000000000000,45035000101,45035,45,Ridgeville 2,2001,848.000000000000000,DORCHESTER,704.000000000000000,263.000000000000000,212.000000000000000,5.000000000000000,267.000000000000000,213.000000000000000,3.000000000000000,25.017482049100000,23.972331015599998,6,39,102,1,39,97,0.236501308187000,0.002416153981530,41,97,102,1,1,6,6
340,454201.000000000000000,45035000072,45035,45,Cypress,4762,813.000000000000000,DORCHESTER,3168.000000000000000,878.000000000000000,1210.000000000000000,45.000000000000000,911.000000000000000,1159.000000000000000,55.000000000000000,26.250892003200001,28.139036764200000,1,38,97,1,39,97,0.277596347501000,0.002534309150140,38,97,97,1,1,1,1
341,454223.000000000000000,45035000089,45035,45,Clemson 2,4253,805.000000000000000,DORCHESTER,2807.000000000000000,692.000000000000000,1090.000000000000000,34.000000000000000,699.000000000000000,1067.000000000000000,36.000000000000000,6.577930712650000,12.219663317500000,1,38,97,1,39,97,0.118972861449000,0.000635016268570,38,97,97,1,1,1,1
342,454240.000000000000000,45035000044,45035,45,Clemson,2367,804.000000000000000,DORCHESTER,1985.000000000000000,412.000000000000000,1025.000000000000000,34.000000000000000,416.000000000000000,1031.000000000000000,21.000000000000000,3.169848649990000,8.797653773170000,1,38,97,1,44,97,0.088861142416900,0.000305958795709,38,97,97,1,1,1,1
343,454259.000000000000000,45035000090,45035,45,Clemson 3,2849,806.000000000000000,DORCHESTER,1847.000000000000000,433.000000000000000,600.000000000000000,16.000000000000000,447.000000000000000,557.000000000000000,39.000000000000000,13.679667669600001,16.920501270399999,1,38,97,1,39,97,0.170493691560000,0.001320688115510,38,102,102,1,1,1,1
344,454281.000000000000000,45015000024,45015,45,Hilton Cross Rd,2729,349.000000000000000,BERKELEY,1678.000000000000000,662.000000000000000,474.000000000000000,9.000000000000000,672.000000000000000,463.000000000000000,7.000000000000000,167.901392342999998,68.257060497500007,6,39,102,1,32,102,0.675242689238000,0.016237848284200,39,102,102,6,1,1,6
345,454302.000000000000000,45075000134,45075,45,Holly Hill 1,2662,1692.000000000000000,ORANGEBURG,2026.000000000000000,842.000000000000000,537.000000000000000,7.000000000000000,853.000000000000000,522.000000000000000,15.000000000000000,105.158524944999996,43.509268564000003,6,39,66,6,39,66,0.424414373819000,0.010184345579200,39,95,95,6,6,6,6
346,454324.000000000000000,45075000148,45075,45,Vance,1904,1727.000000000000000,ORANGEBURG,1665.000000000000000,847.000000000000000,298.000000000000000,4.000000000000000,852.000000000000000,297.000000000000000,5.000000000000000,67.821330193799994,41.848345101100001,6,39,66,6,39,66,0.419986359418000,0.006574359927370,36,95,95,6,6,6,6
347,454344.000000000000000,45075000133,45075,45,Holly Hill 2,2468,1693.000000000000000,ORANGEBURG,1960.000000000000000,1105.000000000000000,220.000000000000000,2.000000000000000,1117.000000000000000,203.000000000000000,9.000000000000000,115.977733092999998,47.701988100299999,6,39,66,6,39,102,0.470723266916000,0.011228633544500,39,95,95,6,6,6,6
348,454362.000000000000000,45027000020,45027,45,Summerton No. 1,2784,696.000000000000000,CLARENDON,2500.000000000000000,754.000000000000000,984.000000000000000,13.000000000000000,757.000000000000000,972.000000000000000,16.000000000000000,221.373700428000006,80.302989945199997,6,36,64,6,36,64,0.796016366895000,0.021481984279900,36,64,64,6,6,6,6
349,454384.000000000000000,45075000131,45075,45,Eutawville 2,2519,1690.000000000000000,ORANGEBURG,1976.000000000000000,1062.000000000000000,249.000000000000000,5.000000000000000,1067.000000000000000,245.000000000000000,4.000000000000000,80.379545676000006,43.393551925200001,6,39,66,6,39,102,0.426788781502000,0.007786373775080,36,95,95,6,6,6,6
350,454403.000000000000000,45075000130,45075,45,Eutawville 1,1861,1689.000000000000000,ORANGEBURG,1565.000000000000000,487.000000000000000,577.000000000000000,6.000000000000000,497.000000000000000,556.000000000000000,22.000000000000000,77.595410768099995,56.603615647799998,6,39,66,6,39,102,0.561878358611000,0.007521466326920,36,95,95,6,6,6,6
351,454424.000000000000000,45027000006,45027,45,Davis Station,2116,681.000000000000000,CLARENDON,1981.000000000000000,614.000000000000000,779.000000000000000,9.000000000000000,620.000000000000000,771.000000000000000,12.000000000000000,147.114523114000008,71.686127838399997,6,36,64,6,36,64,0.691532308801000,0.014281267146800,36,64,64,6,6,6,6
352,2161783.000000000000000,45055000152,45055,45,Westville,2552,1386.000000000000000,KERSHAW,1709.000000000000000,306.000000000000000,892.000000000000000,8.000000000000000,308.000000000000000,871.000000000000000,30.000000000000000,216.891957840999993,76.560386141500004,5,27,52,5,27,80,0.751859544304000,0.021269065507600,27,65,65,5,5,5,5
353,2161803.000000000000000,45057000015,45057,45,Kershaw South,2024,1405.000000000000000,LANCASTER,1471.000000000000000,193.000000000000000,878.000000000000000,16.000000000000000,207.000000000000000,852.000000000000000,27.000000000000000,74.799239245099997,57.677376697500002,5,27,44,5,16,80,0.577414650360000,0.007343334273020,27,65,65,5,5,5,5
354,2161825.000000000000000,45057000014,45057,45,Kershaw North,2756,1404.000000000000000,LANCASTER,1782.000000000000000,380.000000000000000,698.000000000000000,15.000000000000000,398.000000000000000,669.000000000000000,29.000000000000000,40.146538340100001,28.199034169099999,5,27,44,5,16,80,0.284831502119000,0.003943544365070,27,65,65,5,5,5,5
355,2161843.000000000000000,45055000130,45055,45,Gates Ford,592,1373.000000000000000,KERSHAW,374.000000000000000,28.000000000000000,241.000000000000000,1.000000000000000,29.000000000000000,235.000000000000000,6.000000000000000,69.052465200499995,43.002214487899998,5,27,65,5,27,80,0.417974903549000,0.006776140869830,27,65,65,5,5,5,5
356,2161863.000000000000000,45061000018,45061,45,Spring Hill,794,1474.000000000000000,LEE,661.000000000000000,362.000000000000000,129.000000000000000,2.000000000000000,365.000000000000000,127.000000000000000,2.000000000000000,61.717496404700000,39.106175232399998,5,35,50,5,29,51,0.391296441066000,0.006031725108800,35,50,50,5,5,6,5
357,2161884.000000000000000,45061000024,45061,45,Woodrow,297,1478.000000000000000,LEE,235.000000000000000,125.000000000000000,33.000000000000000,0.000000000000000,125.000000000000000,32.000000000000000,2.000000000000000,26.046098315999998,23.626282252900001,5,35,50,5,29,51,0.234187502654000,0.002544917266380,35,50,50,5,5,6,5
358,2161903.000000000000000,45061000015,45061,45,Rattlesnake Springs,401,1471.000000000000000,LEE,357.000000000000000,126.000000000000000,142.000000000000000,3.000000000000000,128.000000000000000,137.000000000000000,5.000000000000000,28.434722408300001,24.120147860199999,5,35,50,5,29,51,0.245647791899000,0.002780169555940,35,50,50,5,5,6,5
359,2161920.000000000000000,45055000102,45055,45,Antioch,1231,1355.000000000000000,KERSHAW,894.000000000000000,234.000000000000000,410.000000000000000,7.000000000000000,238.000000000000000,400.000000000000000,13.000000000000000,46.029924165200001,34.541111624400003,5,27,50,5,27,52,0.344003950765000,0.004504782455310,35,50,50,5,5,5,5
360,2161940.000000000000000,45061000011,45061,45,Ionia,986,1467.000000000000000,LEE,682.000000000000000,208.000000000000000,275.000000000000000,4.000000000000000,212.000000000000000,268.000000000000000,7.000000000000000,52.865507702099997,40.585256086299999,5,35,50,5,29,51,0.400578630552000,0.005171864027510,35,50,50,5,5,6,5
361,2161962.000000000000000,45061000016,45061,45,Schrocks Mill/Lucknow,628,1472.000000000000000,LEE,495.000000000000000,166.000000000000000,187.000000000000000,5.000000000000000,170.000000000000000,185.000000000000000,5.000000000000000,82.321900147799994,51.418131209300000,5,35,50,5,29,51,0.517015815171000,0.008060235647640,35,50,50,5,5,6,5
362,2161983.000000000000000,45061000002,45061,45,Ashwood,896,1458.000000000000000,LEE,639.000000000000000,134.000000000000000,318.000000000000000,12.000000000000000,145.000000000000000,314.000000000000000,5.000000000000000,60.735509881299997,41.943543100799999,5,35,50,5,29,51,0.408119001519000,0.005934190453220,35,50,50,5,5,6,5
363,2162005.000000000000000,45061000010,45061,45,Hickory Hill,478,1466.000000000000000,LEE,373.000000000000000,134.000000000000000,128.000000000000000,1.000000000000000,135.000000000000000,125.000000000000000,2.000000000000000,28.434786882099999,28.483972742999999,5,35,50,5,29,51,0.281363170077000,0.002780774303870,35,50,50,5,5,6,5
364,2162024.000000000000000,45061000013,45061,45,Manville,943,1469.000000000000000,LEE,708.000000000000000,347.000000000000000,110.000000000000000,4.000000000000000,345.000000000000000,112.000000000000000,3.000000000000000,34.981623390499998,33.245919258599997,5,29,50,5,29,51,0.324173955055000,0.003420463452340,29,50,50,5,5,6,5
365,2162046.000000000000000,45061000003,45061,45,Bishopville 1,2118,1459.000000000000000,LEE,755.000000000000000,417.000000000000000,76.000000000000000,9.000000000000000,423.000000000000000,78.000000000000000,2.000000000000000,18.639214290700000,20.903392614900000,5,29,50,5,29,51,0.206767194911000,0.001822893658800,29,50,50,5,5,6,5
366,2162065.000000000000000,45061000007,45061,45,Cedar Creek,373,1463.000000000000000,LEE,324.000000000000000,91.000000000000000,145.000000000000000,3.000000000000000,93.000000000000000,140.000000000000000,4.000000000000000,27.764556347500001,28.364201870700001,5,35,50,5,29,51,0.284972923965000,0.002716857147140,35,50,50,5,5,6,5
367,2162086.000000000000000,45061000005,45061,45,Bishopville 3,958,1461.000000000000000,LEE,823.000000000000000,328.000000000000000,265.000000000000000,7.000000000000000,335.000000000000000,258.000000000000000,8.000000000000000,17.512770780299999,18.525491774700001,5,35,50,5,29,51,0.192274181412000,0.001713300916800,29,50,50,5,5,6,5
368,2162105.000000000000000,45061000006,45061,45,Bishopville 4,1595,1462.000000000000000,LEE,1098.000000000000000,545.000000000000000,149.000000000000000,5.000000000000000,554.000000000000000,140.000000000000000,6.000000000000000,29.561945731400002,24.851297536699999,5,29,50,5,29,51,0.248001394413000,0.002893291536420,29,50,50,5,5,6,5
369,2162123.000000000000000,45061000020,45061,45,St. Matthews,235,1476.000000000000000,LEE,172.000000000000000,41.000000000000000,90.000000000000000,4.000000000000000,47.000000000000000,86.000000000000000,1.000000000000000,22.661055637600001,25.354810248200000,5,35,50,5,29,51,0.258105896272000,0.002218615077850,35,50,50,5,5,6,5
370,2162142.000000000000000,45061000021,45061,45,Turkey Creek,221,1477.000000000000000,LEE,167.000000000000000,45.000000000000000,65.000000000000000,1.000000000000000,48.000000000000000,63.000000000000000,1.000000000000000,34.029264301799998,33.226411118500003,5,35,50,5,29,51,0.334921848268000,0.003333447472360,35,50,50,5,5,6,5
371,2162160.000000000000000,45055000115,45055,45,Cassatt,2601,1363.000000000000000,KERSHAW,1691.000000000000000,301.000000000000000,753.000000000000000,18.000000000000000,312.000000000000000,729.000000000000000,29.000000000000000,146.542419768999991,71.580344413600002,5,27,50,5,27,80,0.706263742779000,0.014358403817600,35,50,50,5,5,5,5
372,2162185.000000000000000,45055000103,45055,45,Bethune,1838,1356.000000000000000,KERSHAW,1263.000000000000000,348.000000000000000,542.000000000000000,7.000000000000000,353.000000000000000,525.000000000000000,21.000000000000000,180.064799023999996,77.333458635000000,5,27,65,5,27,80,0.766828456001000,0.017658302142600,35,65,65,5,5,5,5
373,2162207.000000000000000,45055000105,45055,45,Buffalo,1767,1357.000000000000000,KERSHAW,1078.000000000000000,122.000000000000000,619.000000000000000,7.000000000000000,131.000000000000000,601.000000000000000,18.000000000000000,147.549517992999995,63.465521761799998,5,27,65,5,27,80,0.638646766594000,0.014490987526100,27,65,65,5,5,5,5
374,2162230.000000000000000,45025000001,45025,45,Angelus-Catarrh,1082,651.000000000000000,CHESTERFIELD,652.000000000000000,146.000000000000000,333.000000000000000,9.000000000000000,146.000000000000000,327.000000000000000,10.000000000000000,126.157130311000003,54.939397948900002,7,27,65,5,27,53,0.545994458568000,0.012395815144200,27,65,65,7,5,7,7
375,2162251.000000000000000,45025000015,45025,45,Mcbee,2402,665.000000000000000,CHESTERFIELD,1660.000000000000000,389.000000000000000,674.000000000000000,8.000000000000000,397.000000000000000,659.000000000000000,16.000000000000000,252.013089748999988,84.823993614399996,7,27,65,5,27,53,0.844428294361000,0.024729973914500,27,65,65,7,5,7,7
376,2162270.000000000000000,45027000012,45027,45,Manning No. 2,1329,687.000000000000000,CLARENDON,1047.000000000000000,386.000000000000000,289.000000000000000,3.000000000000000,388.000000000000000,279.000000000000000,8.000000000000000,14.421370001400000,19.402383670300001,6,36,64,6,36,64,0.182369176116000,0.001401778405320,36,64,64,6,6,6,6
377,2162292.000000000000000,45027000011,45027,45,Manning No. 1,1042,686.000000000000000,CLARENDON,732.000000000000000,320.000000000000000,169.000000000000000,2.000000000000000,320.000000000000000,169.000000000000000,4.000000000000000,16.422170913900000,23.106370578000000,6,36,64,6,36,64,0.231514853876000,0.001596742171170,36,64,64,6,6,6,6
378,2162313.000000000000000,45027000004,45027,45,Bloomville,638,679.000000000000000,CLARENDON,534.000000000000000,135.000000000000000,227.000000000000000,5.000000000000000,138.000000000000000,218.000000000000000,9.000000000000000,79.819761346600004,51.307135080599998,6,36,101,6,36,64,0.500698870028000,0.007752064137370,36,64,64,6,6,6,6
379,2162333.000000000000000,45027000001,45027,45,Alcolu,1177,676.000000000000000,CLARENDON,924.000000000000000,340.000000000000000,310.000000000000000,4.000000000000000,348.000000000000000,293.000000000000000,9.000000000000000,97.451098603500000,45.243061928400003,6,36,64,6,36,64,0.442023197871000,0.009487043923300,36,64,64,6,6,6,6
380,2162353.000000000000000,45027000007,45027,45,Harmony,864,682.000000000000000,CLARENDON,681.000000000000000,238.000000000000000,245.000000000000000,3.000000000000000,244.000000000000000,238.000000000000000,5.000000000000000,131.356803546000009,55.861243900900000,6,36,64,6,36,64,0.548636323804000,0.012781966136300,36,64,64,6,6,6,6
381,2162373.000000000000000,45027000024,45027,45,Wilson-Foreston,1718,700.000000000000000,CLARENDON,1383.000000000000000,603.000000000000000,328.000000000000000,3.000000000000000,612.000000000000000,315.000000000000000,8.000000000000000,169.755443500000013,69.129016173799997,6,36,64,6,36,64,0.673315018050000,0.016498395987600,36,64,64,6,6,6,6
382,2162393.000000000000000,45089000008,45089,45,Greeleyville,1645,2142.000000000000000,WILLIAMSBURG,1333.000000000000000,764.000000000000000,170.000000000000000,13.000000000000000,778.000000000000000,164.000000000000000,4.000000000000000,172.261404832000011,66.692161983600002,6,32,101,6,32,101,0.648457625822000,0.016726766122100,32,102,101,6,6,6,6
383,2162418.000000000000000,45089000022,45089,45,Mount Vernon,474,2154.000000000000000,WILLIAMSBURG,365.000000000000000,181.000000000000000,100.000000000000000,4.000000000000000,197.000000000000000,90.000000000000000,1.000000000000000,79.624831991999997,48.703107468200002,6,32,101,6,32,101,0.484318908477000,0.007741179966970,32,101,101,6,6,6,6
384,2192082.000000000000000,45027000025,45027,45,Oakdale,360,692.000000000000000,CLARENDON,278.000000000000000,92.000000000000000,110.000000000000000,4.000000000000000,98.000000000000000,109.000000000000000,1.000000000000000,49.940594042400001,35.593447985099999,6,36,64,6,36,64,0.348428831025000,0.004858888388970,36,64,64,6,6,6,6
385,2192102.000000000000000,45027000003,45027,45,Barrows Mill,207,678.000000000000000,CLARENDON,151.000000000000000,30.000000000000000,82.000000000000000,3.000000000000000,31.000000000000000,83.000000000000000,0.000000000000000,23.599970877299999,24.338088244500000,6,36,64,6,36,64,0.240984177012000,0.002297599619030,36,64,64,6,6,6,6
386,2192120.000000000000000,45027000019,45027,45,Sardina-Gable,349,695.000000000000000,CLARENDON,316.000000000000000,146.000000000000000,78.000000000000000,0.000000000000000,145.000000000000000,74.000000000000000,2.000000000000000,53.607722377599998,40.178687208500001,6,36,64,6,36,64,0.395692118973000,0.005220746231620,36,64,64,6,6,6,6
387,2192141.000000000000000,45085000109,45085,45,SALEM,480,2094.000000000000000,SUMTER,397.000000000000000,223.000000000000000,47.000000000000000,1.000000000000000,226.000000000000000,43.000000000000000,1.000000000000000,88.915427158200004,42.246084807400003,6,36,64,6,29,64,0.422636901910000,0.008668715008450,29,64,50,6,6,6,6
388,2192163.000000000000000,45085000108,45085,45,MAYESVILLE,614,2078.000000000000000,SUMTER,602.000000000000000,291.000000000000000,74.000000000000000,5.000000000000000,298.000000000000000,68.000000000000000,4.000000000000000,38.622263613100003,33.523122972300001,6,36,64,6,29,64,0.326540169406000,0.003767030379610,29,64,50,6,6,6,6
389,2192186.000000000000000,45061000012,45061,45,Lynchburg,758,1468.000000000000000,LEE,651.000000000000000,391.000000000000000,74.000000000000000,3.000000000000000,395.000000000000000,71.000000000000000,1.000000000000000,74.309351385200003,54.013877032800004,5,29,50,5,29,51,0.537166463190000,0.007256660869020,29,50,50,5,5,6,5
390,2192207.000000000000000,45061000017,45061,45,South Lynchburg,458,1473.000000000000000,LEE,393.000000000000000,200.000000000000000,61.000000000000000,4.000000000000000,202.000000000000000,62.000000000000000,1.000000000000000,99.080119457300000,51.648286477799999,5,29,50,5,29,51,0.521026607044000,0.009670695067530,29,50,50,5,5,6,5
391,2192227.000000000000000,45027000016,45027,45,New Zion,1615,691.000000000000000,CLARENDON,459.000000000000000,130.000000000000000,229.000000000000000,1.000000000000000,132.000000000000000,226.000000000000000,1.000000000000000,53.139442293099997,53.749897881599999,6,36,64,6,36,64,0.532055727989000,0.005175723682750,36,64,64,6,6,6,6
392,2192248.000000000000000,45027000023,45027,45,Turbeville,1498,699.000000000000000,CLARENDON,1048.000000000000000,210.000000000000000,530.000000000000000,6.000000000000000,215.000000000000000,524.000000000000000,7.000000000000000,51.619405816200000,34.646023071400002,6,36,64,6,36,64,0.345624064281000,0.005031302082660,36,64,64,6,6,6,6
393,2192268.000000000000000,45027000008,45027,45,Hicks,1025,683.000000000000000,CLARENDON,616.000000000000000,69.000000000000000,399.000000000000000,2.000000000000000,67.000000000000000,393.000000000000000,6.000000000000000,33.992942626300000,30.558333012900000,6,36,64,6,36,64,0.301139724604000,0.003312218779890,36,64,64,6,6,6,6
394,2192286.000000000000000,45085000112,45085,45,ST. JOHN,1513,2102.000000000000000,SUMTER,1242.000000000000000,512.000000000000000,332.000000000000000,12.000000000000000,521.000000000000000,335.000000000000000,6.000000000000000,151.438732568999995,65.672954494300001,6,36,64,6,29,64,0.665645589277000,0.014774501019100,29,64,50,6,6,6,6
395,2192307.000000000000000,45089000029,45089,45,Salters,2542,2159.000000000000000,WILLIAMSBURG,1033.000000000000000,616.000000000000000,130.000000000000000,8.000000000000000,630.000000000000000,125.000000000000000,4.000000000000000,131.313068976000011,64.355490272400004,6,32,101,6,32,101,0.645053548882000,0.012750725154100,32,101,101,6,6,6,6
